date,isin_corporate_name_cleaned,company_parent_country,target_country1,target_country2,target_country3,target_country4,target_country5,target_country6,ngo_name1,ngo_name2,ngo_name3,ngo_name4,ngo_name5
2017-04-04,BNP Paribas ,France,France,,,,,,Amis de la Terre France / FoE France,Bizi!,,,
2017-04-04,AXA ,France,France,Palestine,Israel,,,,Ligue des droits de l'Homme (LDH),CCFD Terre Solidaire / Comite Catholique Contre La Faim,Union Syndicale Solidaires,Al Haq,
2017-04-04,BNP Paribas ,France,France,Palestine,Israel,,,,Ligue des droits de l'Homme (LDH),CCFD Terre Solidaire / Comite Catholique Contre La Faim,Union Syndicale Solidaires,Al Haq,
2017-04-04,Societe Generale ,France,France,Palestine,Israel,,,,Ligue des droits de l'Homme (LDH),CCFD Terre Solidaire / Comite Catholique Contre La Faim,Union Syndicale Solidaires,Al Haq,
2017-04-04,,France,France,Palestine,Israel,,,,Ligue des droits de l'Homme (LDH),CCFD Terre Solidaire / Comite Catholique Contre La Faim,Union Syndicale Solidaires,Al Haq,
2017-04-04,,France,France,Palestine,Israel,,,,Ligue des droits de l'Homme (LDH),CCFD Terre Solidaire / Comite Catholique Contre La Faim,Union Syndicale Solidaires,Al Haq,
2017-04-04,Banque Centrale Populaire ,France,France,Palestine,Israel,,,,Ligue des droits de l'Homme (LDH),CCFD Terre Solidaire / Comite Catholique Contre La Faim,Union Syndicale Solidaires,Al Haq,
2017-04-04,,France,France,Palestine,Israel,,,,Ligue des droits de l'Homme (LDH),CCFD Terre Solidaire / Comite Catholique Contre La Faim,Union Syndicale Solidaires,Al Haq,
2017-04-04,,France,France,Palestine,Israel,,,,Ligue des droits de l'Homme (LDH),CCFD Terre Solidaire / Comite Catholique Contre La Faim,Union Syndicale Solidaires,Al Haq,
2017-03-31,Banco Bilbao Vizcaya Argentaria ,Spain,Spain,,,,,,Consumidores en Accion / FACUA,,,,
2017-03-29,BNP Paribas ,France,France,USA,,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Action Non-violente COP21 (ANV COP21),Save RNG from LNG,
2017-03-29,BNP Paribas ,France,France,USA,,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Action Non-violente COP21 (ANV COP21),Save RNG from LNG,
2017-03-29,Barclays  ,UK,UK,,,,,,Reclaim the Power (formerly No Dash for Gas),,,,
2017-03-28,,Finland,Denmark,Kenya,,,,,DanWatch,,,,
2017-03-28,,UK,Denmark,Kenya,,,,,DanWatch,,,,
2017-03-28,,Denmark,Denmark,Kenya,,,,,DanWatch,,,,
2017-03-27,Bank of America ,USA,USA,,,,,,Greenpeace USA,Rainforest Action Network / RAN,,,
2017-03-27,Deutsche Bank ,Germany,USA,,,,,,Greenpeace USA,Rainforest Action Network / RAN,,,
2017-03-27,HSBC   ,UK,USA,,,,,,Greenpeace USA,Rainforest Action Network / RAN,,,
2017-03-27,Barclays  ,UK,USA,,,,,,Greenpeace USA,Rainforest Action Network / RAN,,,
2017-03-27,JPMorgan Chase ,USA,USA,,,,,,Greenpeace USA,Rainforest Action Network / RAN,,,
2017-03-27,Wells Fargo ,USA,USA,,,,,,Greenpeace USA,Rainforest Action Network / RAN,,,
2017-03-27,,France,USA,,,,,,Greenpeace USA,Rainforest Action Network / RAN,,,
2017-03-27,,USA,USA,,,,,,Greenpeace USA,Rainforest Action Network / RAN,,,
2017-03-23,,UK,UK,,,,,,Global Witness,,,,
2017-03-23,HSBC   ,UK,UK,,,,,,Global Witness,,,,
2017-03-23,Barclays  ,UK,UK,,,,,,Global Witness,,,,
2017-03-23,Lloyds Banking  ,UK,UK,,,,,,Global Witness,,,,
2017-03-23,,UK,UK,,,,,,Global Witness,,,,
2017-03-21,Banco Bilbao Vizcaya Argentaria ,Spain,Spain,,,,,,BBVAren aurkako Plataforma / Plataforma contra el BBVA,,,,
2017-03-21,,USA,Spain,,,,,,Amigos de la Tierra FoE Spain,COAG Spain,Attac Espana,Veterinarios sin Fronteras (VSF Justicia Alimentaria Global),
2017-03-21,Banco de Sabadell ,Spain,Spain,,,,,,Amigos de la Tierra FoE Spain,COAG Spain,Attac Espana,Veterinarios sin Fronteras (VSF Justicia Alimentaria Global),
2017-03-21,Deutsche Bank ,Germany,Spain,,,,,,Amigos de la Tierra FoE Spain,COAG Spain,Attac Espana,Veterinarios sin Fronteras (VSF Justicia Alimentaria Global),
2017-03-21,Barclays  ,UK,Spain,,,,,,Amigos de la Tierra FoE Spain,COAG Spain,Attac Espana,Veterinarios sin Fronteras (VSF Justicia Alimentaria Global),
2017-03-21,JPMorgan Chase ,USA,Spain,,,,,,Amigos de la Tierra FoE Spain,COAG Spain,Attac Espana,Veterinarios sin Fronteras (VSF Justicia Alimentaria Global),
2017-03-21,Morgan Stanley ,USA,Spain,,,,,,Amigos de la Tierra FoE Spain,COAG Spain,Attac Espana,Veterinarios sin Fronteras (VSF Justicia Alimentaria Global),
2017-03-21,Goldman Sachs ,USA,Spain,,,,,,Amigos de la Tierra FoE Spain,COAG Spain,Attac Espana,Veterinarios sin Fronteras (VSF Justicia Alimentaria Global),
2017-03-21,Commerzbank ,Germany,Spain,,,,,,Amigos de la Tierra FoE Spain,COAG Spain,Attac Espana,Veterinarios sin Fronteras (VSF Justicia Alimentaria Global),
2017-03-21,,Spain,Spain,,,,,,Amigos de la Tierra FoE Spain,COAG Spain,Attac Espana,Veterinarios sin Fronteras (VSF Justicia Alimentaria Global),
2017-03-21,HSBC   ,UK,Sweden,,,,,,SNF Svenska Naturskyddsfoereningen (SSNC),,,,
2017-03-22,,USA,USA,,,,,,Green America,U.S. PIRG,,,
2017-03-22,,USA,USA,,,,,,Green America,U.S. PIRG,,,
2017-03-22,,USA,USA,,,,,,Green America,U.S. PIRG,,,
2017-03-20,,USA,Myanmar,Indonesia,Vietnam,USA,,,Bank Information Center,Accountability Counsel,Inclusive Development International / IDI,,
2017-03-20,,USA,Myanmar,Indonesia,Vietnam,USA,,,Bank Information Center,Accountability Counsel,Inclusive Development International / IDI,,
2017-03-20,,Austria,Myanmar,Indonesia,Vietnam,USA,,,Bank Information Center,Accountability Counsel,Inclusive Development International / IDI,,
2017-03-17,Banco de Sabadell ,Spain,Spain,,,,,,SETEM,Observatorio de la Deuda en la Globalizacion ODG,Centro de Estudios por la Paz J.M. Delas,,
2017-03-17,Banco Bilbao Vizcaya Argentaria ,Spain,Spain,,,,,,SETEM,Observatorio de la Deuda en la Globalizacion ODG,Centro de Estudios por la Paz J.M. Delas,,
2017-03-17,,Spain,Spain,,,,,,SETEM,Observatorio de la Deuda en la Globalizacion ODG,Centro de Estudios por la Paz J.M. Delas,,
2017-03-17,,Spain,Spain,,,,,,SETEM,Observatorio de la Deuda en la Globalizacion ODG,Centro de Estudios por la Paz J.M. Delas,,
2017-03-17,,Spain,Spain,,,,,,SETEM,Observatorio de la Deuda en la Globalizacion ODG,Centro de Estudios por la Paz J.M. Delas,,
2017-03-17,BNP Paribas ,France,Europe (incl. Brussels),,,,,,Greens/European Green Party/EFA,,,,
2017-03-17,Banco Bilbao Vizcaya Argentaria ,Spain,Europe (incl. Brussels),,,,,,Greens/European Green Party/EFA,,,,
2017-03-17,ING Groep ,Netherlands,Europe (incl. Brussels),,,,,,Greens/European Green Party/EFA,,,,
2017-03-17,Societe Generale ,France,Europe (incl. Brussels),,,,,,Greens/European Green Party/EFA,,,,
2017-03-17,,France,Europe (incl. Brussels),,,,,,Greens/European Green Party/EFA,,,,
2017-03-17,Intesa Sanpaolo ,Italy,Europe (incl. Brussels),,,,,,Greens/European Green Party/EFA,,,,
2017-03-17,,France,Europe (incl. Brussels),,,,,,Greens/European Green Party/EFA,,,,
2017-03-16,Aegon ,Netherlands,Netherlands,Saudi Arabia,,,,,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,,
2017-03-16,Allianz ,Germany,Netherlands,Saudi Arabia,,,,,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,,
2017-03-16,Delta Lloyd ,Netherlands,Netherlands,Saudi Arabia,,,,,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,,
2017-03-16,,Netherlands,Netherlands,Saudi Arabia,,,,,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,,
2017-03-16,Assicurazioni Generali ,Italy,Netherlands,Saudi Arabia,,,,,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,,
2017-03-16,,Netherlands,Netherlands,Saudi Arabia,,,,,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,,
2017-03-16,Legal & General  ,UK,Netherlands,Saudi Arabia,,,,,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,,
2017-03-15,Bank of America ,USA,Indonesia,,,,,,Greenpeace UK,,,,
2017-03-15,BNP Paribas ,France,Indonesia,,,,,,Greenpeace UK,,,,
2017-03-15,Deutsche Bank ,Germany,Indonesia,,,,,,Greenpeace UK,,,,
2017-03-15,HSBC   ,UK,Indonesia,,,,,,Greenpeace UK,,,,
2017-03-15,Standard Chartered  ,UK,Indonesia,,,,,,Greenpeace UK,,,,
2017-03-14,AXA ,France,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,Aviva  ,UK,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,Deutsche Bank ,Germany,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,Banco Bilbao Vizcaya Argentaria ,Spain,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,,Netherlands,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,Goldman Sachs ,USA,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,,Sweden,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,KBC Groep ,Belgium,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,,Netherlands,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,Schroders  ,UK,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,,France,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,,Germany,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,Societe Generale ,France,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,,Spain,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,Legal & General  ,UK,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,Standard Life  ,UK,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,,UK,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,,USA,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-14,Swedbank ,Sweden,Europe (incl. Brussels),,,,,,ShareAction (formerly Fair Pensions),,,,
2017-03-13,Wells Fargo ,USA,USA,,,,,,Tidewater Earth First,,,,
2017-03-13,BNP Paribas ,France,France,,,,,,Amis de la Terre France / FoE France,Bizi!,Action Non-violente COP21 (ANV COP21),,
2017-03-10,Danske Bank ,Denmark,Canada,Norway,USA,,,,Framtiden i vare hender / FiVH ,,,,
2017-03-10,,Sweden,Canada,Norway,USA,,,,Framtiden i vare hender / FiVH ,,,,
2017-03-10,Svenska Handelsbanken ,Sweden,Canada,Norway,USA,,,,Framtiden i vare hender / FiVH ,,,,
2017-03-09,,Germany,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-03-09,,USA,Honduras,USA,,,,,EarthRights International ERI,,,,
2017-03-09,,USA,Honduras,USA,,,,,EarthRights International ERI,,,,
2017-03-09,Wells Fargo ,USA,USA,,,,,,National Consumer Law Center NCLC,We Do Count,,,
2017-03-08,Banco Bilbao Vizcaya Argentaria ,Spain,Spain,Turkey,,,,,BBVAren aurkako Plataforma / Plataforma contra el BBVA,,,,
2017-03-08,,France,Morocco,Western Sahara,,,,,Western Sahara Resource Watch WSRW,,,,
2017-03-07,Deutsche Bank ,Germany,Indonesia,Malaysia,Sweden,,,,Sveriges Konsumenter,SwedWatch,Fair Finance Guide Sverige,,
2017-03-07,Danske Bank ,Denmark,Indonesia,Malaysia,Sweden,,,,Sveriges Konsumenter,SwedWatch,Fair Finance Guide Sverige,,
2017-03-07,Swedbank ,Sweden,Indonesia,Malaysia,Sweden,,,,Sveriges Konsumenter,SwedWatch,Fair Finance Guide Sverige,,
2017-03-07,,Sweden,Indonesia,Malaysia,Sweden,,,,Sveriges Konsumenter,SwedWatch,Fair Finance Guide Sverige,,
2017-03-07,Old Mutual  ,UK,Indonesia,Malaysia,Sweden,,,,Sveriges Konsumenter,SwedWatch,Fair Finance Guide Sverige,,
2017-03-07,,Sweden,Indonesia,Malaysia,Sweden,,,,Sveriges Konsumenter,SwedWatch,Fair Finance Guide Sverige,,
2017-03-07,Svenska Handelsbanken ,Sweden,Indonesia,Malaysia,Sweden,,,,Sveriges Konsumenter,SwedWatch,Fair Finance Guide Sverige,,
2017-03-07,,Sweden,Indonesia,Malaysia,Sweden,,,,Sveriges Konsumenter,SwedWatch,Fair Finance Guide Sverige,,
2017-03-03,BNP Paribas ,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2017-03-03,Societe Generale ,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2017-03-03,,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2017-03-03,,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2017-03-03,,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2017-03-03,,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2017-03-03,,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2017-03-03,,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2017-03-02,BNP Paribas ,France,Indonesia,Japan,Singapore,,,,Friends of the Earth Japan / FoE Japan,350.org Japan,,,
2017-03-02,Societe Generale ,France,Indonesia,Japan,Singapore,,,,Friends of the Earth Japan / FoE Japan,350.org Japan,,,
2017-03-02,,France,Indonesia,Japan,Singapore,,,,Friends of the Earth Japan / FoE Japan,350.org Japan,,,
2017-03-02,BNP Paribas ,France,USA,,,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Save RNG from LNG,,
2017-03-02,BNP Paribas ,France,USA,,,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Save RNG from LNG,,
2017-03-01,,USA,UK,,,,,,InfluenceMap,,,,
2017-03-01,,Luxembourg,Kenya,Europe (incl. Brussels),,,,,Counter Balance,,,,
2017-02-28,,USA,USA,,,,,,CEE Bankwatch Network,European Network on Debt and Development EURODAD,Counter Balance,IBON International,
2017-02-28,,Germany,Germany,USA,,,,,Urgewald,,,,
2017-02-27,BNP Paribas ,France,France,,,,,,Amis de la Terre France / FoE France,Attac France,Bizi!,Action Non-violente COP21 (ANV COP21),
2017-02-28,Deutsche Bank ,Germany,Portugal,,,,,,DECO Proteste ,,,,
2017-02-28,Banco Bilbao Vizcaya Argentaria ,Spain,Portugal,,,,,,DECO Proteste ,,,,
2017-02-28,Bankinter ,Spain,Portugal,,,,,,DECO Proteste ,,,,
2017-02-28,,Portugal,Portugal,,,,,,DECO Proteste ,,,,
2017-02-28,,Portugal,Portugal,,,,,,DECO Proteste ,,,,
2017-02-28,,Portugal,Portugal,,,,,,DECO Proteste ,,,,
2017-02-28,,Spain,Portugal,,,,,,DECO Proteste ,,,,
2017-02-28,,France,Portugal,,,,,,DECO Proteste ,,,,
2017-02-28,BNP Paribas ,France,Portugal,,,,,,DECO Proteste ,,,,
2017-02-24,,Belgium,Belgium,,,,,,Test Achats / Test Aankoop,,,,
2017-02-24,,Belgium,Belgium,,,,,,Test Achats / Test Aankoop,,,,
2017-02-24,,Belgium,Belgium,,,,,,Test Achats / Test Aankoop,,,,
2017-02-24,AXA ,France,Belgium,,,,,,Test Achats / Test Aankoop,,,,
2017-02-24,ING Groep ,Netherlands,Belgium,,,,,,Test Achats / Test Aankoop,,,,
2017-02-24,,UK,UK,,,,,,Christian Aid UK,,,,
2017-02-24,HSBC   ,UK,UK,,,,,,Christian Aid UK,,,,
2017-02-24,,France,UK,,,,,,Christian Aid UK,,,,
2017-02-23,,Luxembourg,Europe (incl. Brussels),,,,,,Counter Balance,,,,
2017-02-22,HSBC   ,UK,UK,Europe (incl. Brussels),,,,,ShareAction (formerly Fair Pensions),,,,
2017-02-22,,USA,UK,Europe (incl. Brussels),,,,,ShareAction (formerly Fair Pensions),,,,
2017-02-21,BNP Paribas ,France,Indonesia,UK,,,,,Greenpeace France,Greenpeace UK,Greenpeace Indonesia / Greenpeace SEA,,
2017-02-21,HSBC   ,UK,Indonesia,UK,,,,,Greenpeace France,Greenpeace UK,Greenpeace Indonesia / Greenpeace SEA,,
2017-02-21,,France,Indonesia,UK,,,,,Greenpeace France,Greenpeace UK,Greenpeace Indonesia / Greenpeace SEA,,
2017-02-21,Standard Chartered  ,UK,Indonesia,UK,,,,,Greenpeace France,Greenpeace UK,Greenpeace Indonesia / Greenpeace SEA,,
2017-02-21,BNP Paribas ,France,Europe (incl. Brussels),,,,,,ALTER-EU,,,,
2017-02-21,Deutsche Bank ,Germany,Europe (incl. Brussels),,,,,,ALTER-EU,,,,
2017-02-21,HSBC   ,UK,Europe (incl. Brussels),,,,,,ALTER-EU,,,,
2017-02-21,Banco Bilbao Vizcaya Argentaria ,Spain,Europe (incl. Brussels),,,,,,ALTER-EU,,,,
2017-02-21,Societe Generale ,France,Europe (incl. Brussels),,,,,,ALTER-EU,,,,
2017-02-17,,USA,Haiti,,,,,,Jubilee Debt Campaign,,,,
2017-02-17,,USA,Haiti,,,,,,Jubilee Debt Campaign,,,,
2017-02-17,ING Groep ,Netherlands,Netherlands,USA,,,,,Greenpeace Netherlands,,,,
2017-02-17,,Netherlands,Netherlands,USA,,,,,Greenpeace Netherlands,,,,
2017-02-16,,USA,Japan,Kenya,USA,Europe (incl. Brussels),,,CEE Bankwatch Network,Friends of the Earth U.S. / FoE U.S.,Japan Center for Sustainable Environment JACSES,,
2017-02-16,,Luxembourg,Japan,Kenya,USA,Europe (incl. Brussels),,,CEE Bankwatch Network,Friends of the Earth U.S. / FoE U.S.,Japan Center for Sustainable Environment JACSES,,
2017-02-16,,Germany,Japan,Kenya,USA,Europe (incl. Brussels),,,CEE Bankwatch Network,Friends of the Earth U.S. / FoE U.S.,Japan Center for Sustainable Environment JACSES,,
2017-02-16,,France,Japan,Kenya,USA,Europe (incl. Brussels),,,CEE Bankwatch Network,Friends of the Earth U.S. / FoE U.S.,Japan Center for Sustainable Environment JACSES,,
2017-02-15,AXA ,France,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-02-15,Allstate ,USA,USA,,,,,,Consumer Federation of America CFA,,,,
2017-02-15,Berkshire Hathaway ,USA,USA,,,,,,Consumer Federation of America CFA,,,,
2017-02-15,,USA,USA,,,,,,Consumer Federation of America CFA,,,,
2017-02-14,Danske Bank ,Denmark,Canada,Norway,,,,,Framtiden i vare hender / FiVH ,,,,
2017-02-14,,Sweden,Canada,Norway,,,,,Framtiden i vare hender / FiVH ,,,,
2017-02-14,HSBC   ,UK,Indonesia,,,,,,Greenpeace Indonesia / Greenpeace SEA,,,,
2017-02-13,,USA,USA,,,,,,Rights and Resources Initiative RRI,,,,
2017-02-13,,Luxembourg,USA,,,,,,Rights and Resources Initiative RRI,,,,
2017-02-10,AXA ,France,Poland,,,,,,Rozwoj TAK - Odkrywki NIE,,,,
2017-02-10,Aviva  ,UK,Poland,,,,,,Rozwoj TAK - Odkrywki NIE,,,,
2017-02-10,,Poland,Poland,,,,,,Rozwoj TAK - Odkrywki NIE,,,,
2017-02-10,Allianz ,Germany,Poland,,,,,,Rozwoj TAK - Odkrywki NIE,,,,
2017-02-10,Berkshire Hathaway ,USA,USA,,,,,,Consumer Watchdog / Foundation for Taxpayer and Consumer Rights,,,,
2017-02-09,AXA ,France,Europe (incl. Brussels),,,,,,Facing Finance,,,,
2017-02-09,BNP Paribas ,France,Europe (incl. Brussels),,,,,,Facing Finance,,,,
2017-02-09,Deutsche Bank ,Germany,Europe (incl. Brussels),,,,,,Facing Finance,,,,
2017-02-09,HSBC   ,UK,Europe (incl. Brussels),,,,,,Facing Finance,,,,
2017-02-09,ING Groep ,Netherlands,Europe (incl. Brussels),,,,,,Facing Finance,,,,
2017-02-09,Allianz ,Germany,Europe (incl. Brussels),,,,,,Facing Finance,,,,
2017-02-09,HSBC   ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2017-02-09,Barclays  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2017-02-09,Lloyds Banking  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2017-02-09,,Spain,UK,,,,,,Which? (UK Consumers Association),,,,
2017-02-09,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2017-02-09,Lloyds Banking  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2017-02-09,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2017-02-07,,Netherlands,Netherlands,,,,,,Waddenvereniging,,,,
2017-02-07,Banco Bilbao Vizcaya Argentaria ,Spain,Spain,,,,,,Ecologistas en Accion,,,,
2017-02-06,,Netherlands,Mexico,Netherlands,USA,,,,XminY,SMX Collective,,,
2017-02-02,BNP Paribas ,France,USA,,,,,,Sierra Club Hawaii,,,,
2017-02-02,BNP Paribas ,France,USA,,,,,,Sierra Club Hawaii,,,,
2017-02-02,,Germany,Europe (incl. Brussels),,,,,,Shipbreaking Platform,,,,
2017-02-02,,Germany,Europe (incl. Brussels),,,,,,Shipbreaking Platform,,,,
2017-02-01,Deutsche Bank ,Germany,Germany,,,,,,Urgewald,,,,
2017-02-01,,France,Germany,,,,,,Urgewald,,,,
2017-02-01,Banco de Sabadell ,Spain,Spain,,,,,,ADICAE,,,,
2017-02-01,Banco Popular Espanol ,Spain,Spain,,,,,,ADICAE,,,,
2017-02-01,,Spain,Spain,,,,,,ADICAE,,,,
2017-02-01,,Spain,Spain,,,,,,ADICAE,,,,
2017-02-01,,Spain,Spain,,,,,,ADICAE,,,,
2017-02-01,,Spain,Spain,,,,,,ADICAE,,,,
2017-02-01,,Spain,Spain,,,,,,ADICAE,,,,
2017-02-01,,Spain,Spain,,,,,,ADICAE,,,,
2017-02-01,,Spain,Spain,,,,,,ADICAE,,,,
2017-02-01,,Spain,Spain,,,,,,ADICAE,,,,
2017-01-27,Banco de Sabadell ,Spain,Spain,,,,,,SETEM,Observatorio de la Deuda en la Globalizacion ODG,Centro de Estudios por la Paz J.M. Delas,,
2017-01-27,Banco Bilbao Vizcaya Argentaria ,Spain,Spain,,,,,,SETEM,Observatorio de la Deuda en la Globalizacion ODG,Centro de Estudios por la Paz J.M. Delas,,
2017-01-27,,Spain,Spain,,,,,,SETEM,Observatorio de la Deuda en la Globalizacion ODG,Centro de Estudios por la Paz J.M. Delas,,
2017-01-27,,Spain,Spain,,,,,,SETEM,Observatorio de la Deuda en la Globalizacion ODG,Centro de Estudios por la Paz J.M. Delas,,
2017-01-27,,Spain,Spain,,,,,,SETEM,Observatorio de la Deuda en la Globalizacion ODG,Centro de Estudios por la Paz J.M. Delas,,
2017-01-26,BNP Paribas ,France,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),11.11.11,,,
2017-01-26,Deutsche Bank ,Germany,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),11.11.11,,,
2017-01-26,ING Groep ,Netherlands,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),11.11.11,,,
2017-01-26,,Netherlands,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),11.11.11,,,
2017-01-26,KBC Groep ,Belgium,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),11.11.11,,,
2017-01-26,,Belgium,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),11.11.11,,,
2017-01-26,,Belgium,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),11.11.11,,,
2017-01-26,,Belgium,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),11.11.11,,,
2017-01-25,,UK,Turkmenistan,,,,,,CEE Bankwatch Network,SocioEcological Union SEU,,,
2017-01-23,,Spain,Brazil,,,,,,Instituto Brasileiro de Defesa do Consumidor / IDEC,,,,
2017-01-20,Deutsche Bank ,Germany,Dominican Republic,Europe (incl. Brussels),,,,,National Committee to Combat Climate Change (CNLCC),,,,
2017-01-20,ING Groep ,Netherlands,Dominican Republic,Europe (incl. Brussels),,,,,National Committee to Combat Climate Change (CNLCC),,,,
2017-01-20,,Spain,Dominican Republic,Europe (incl. Brussels),,,,,National Committee to Combat Climate Change (CNLCC),,,,
2017-01-20,Societe Generale ,France,Dominican Republic,Europe (incl. Brussels),,,,,National Committee to Combat Climate Change (CNLCC),,,,
2017-01-20,UniCredit ,Italy,Dominican Republic,Europe (incl. Brussels),,,,,National Committee to Combat Climate Change (CNLCC),,,,
2017-01-20,,USA,Netherlands,USA,,,,,Oakland Institute,ETC Group (RAFI),International Accountability Project,,
2017-01-20,Allianz ,Germany,Austria,,,,,,GLOBAL 2000 / FoE Austria,Greenpeace Austria,WWF Austria / WWF Oesterreich,,
2017-01-18,,UK,UK,,,,,,Christian Aid UK,,,,
2017-01-18,HSBC   ,UK,UK,,,,,,Christian Aid UK,,,,
2017-01-18,Barclays  ,UK,UK,,,,,,Christian Aid UK,,,,
2017-01-18,Lloyds Banking  ,UK,UK,,,,,,Christian Aid UK,,,,
2017-01-18,,UK,UK,,,,,,Christian Aid UK,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Sweden,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Finland,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Sweden,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Luxembourg,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-17,,Denmark,Denmark,Palestine,Israel,,,,DanWatch,,,,
2017-01-13,Banco de Sabadell ,Spain,Spain,,,,,,Consumidores en Accion / FACUA,,,,
2017-01-13,Banco Bilbao Vizcaya Argentaria ,Spain,Spain,,,,,,Consumidores en Accion / FACUA,,,,
2017-01-13,Banco Popular Espanol ,Spain,Spain,,,,,,Consumidores en Accion / FACUA,,,,
2017-01-13,,Spain,Spain,,,,,,Consumidores en Accion / FACUA,,,,
