date,isin_corporate_name_cleaned,company_parent_country,target_country1,target_country2,target_country3,target_country4,target_country5,target_country6,ngo_name1,ngo_name2,ngo_name3,ngo_name4,ngo_name5
2012-02-06,,Netherlands,Netherlands,,,,,,Natuur & Milieu,,,,
2012-02-02,Mediobanca ,Italy,Italy,,,,,,Federconsumatori,Adusbef ,,,
2012-02-01,,France,France,Russia,,,,,Greenpeace Russia,,,,
2012-01-31,,France,Russia,,,,,,Greenpeace Russia,,,,
2012-01-30,,UK,UK,,,,,,Co-operative (UK),UK Uncut,Move Your Money UK,,
2012-01-30,HSBC   ,UK,UK,,,,,,Co-operative (UK),UK Uncut,Move Your Money UK,,
2012-01-30,Barclays  ,UK,UK,,,,,,Co-operative (UK),UK Uncut,Move Your Money UK,,
2012-01-30,Lloyds Banking  ,UK,UK,,,,,,Co-operative (UK),UK Uncut,Move Your Money UK,,
2012-01-30,,Spain,UK,,,,,,Co-operative (UK),UK Uncut,Move Your Money UK,,
2012-01-30,,UK,UK,,,,,,Co-operative (UK),UK Uncut,Move Your Money UK,,
2012-01-30,Barclays  ,UK,Brazil,UK,,,,,Greenpeace Switzerland,Berne Declaration EvB,,,
2012-01-27,,Luxembourg,Palestine,Syria,Egypt,EU-Brussels,,,Counter Balance-EIB,,,,
2012-01-27,ING Groep ,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,Aegon ,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,Delta Lloyd ,Netherlands,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),,
2012-01-27,Berkshire Hathaway ,US,US,,,,,,Stand / ForestEthics,,,,
2012-01-27,,US,US,,,,,,Stand / ForestEthics,,,,
2012-01-24,,Germany,Germany,,,,,,Rettet den Regenwald (Rainforest Rescue),,,,
2012-01-23,Bank of America ,US,US,,,,,,Occupy Charlotte,Pushback Network,Rainforest Action Network RAN,,
2012-01-20,Wells Fargo ,US,US,,,,,,U.S. PIRG,Citizens for Tax Justice,,,
2012-01-19,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-19,HSBC   ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-19,,Spain,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-19,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-19,HSBC   ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-19,Lloyds Banking  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-19,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-19,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-18,BNP Paribas ,France,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2012-01-18,ING Groep ,Netherlands,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2012-01-18,Dexia ,Belgium,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2012-01-18,KBC Groep ,Belgium,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2012-01-18,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-18,HSBC   ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-18,Barclays  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-18,HSBC   ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-18,Lloyds Banking  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-18,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2012-01-16,Bank of America ,US,US,,,,,,Rainforest Action Network RAN,,,,
2012-01-13,Bank of America ,US,US,,,,,,Occupy Portland,Portland Action Lab,Earth First,,
2012-01-11,Bank of America ,US,US,,,,,,Occupy Wall Street West,,,,
2012-01-11,JPMorgan Chase ,US,US,,,,,,Occupy Wall Street West,,,,
2012-01-11,Morgan Stanley ,US,US,,,,,,Occupy Wall Street West,,,,
2012-01-11,Wells Fargo ,US,US,,,,,,Occupy Wall Street West,,,,
2012-01-11,Goldman Sachs ,US,US,,,,,,Occupy Wall Street West,,,,
2012-01-11,Bank of America ,US,US,,,,,,Occupy Wall Street West,,,,
2012-01-11,,UK,US,,,,,,Occupy Wall Street West,,,,
2012-01-10,Bank of America ,US,US,,,,,,The New Bottom Line,Rainforest Action Network RAN,,,
2012-01-09,Goldman Sachs ,US,UK,,,,,,Avaaz,,,,
2012-01-06,,US,US,,,,,,Humane Society HSUS,,,,
2012-01-06,Barclays  ,UK,Brazil,Japan,Papua New Guinea,Switzerland,,,Greenpeace Switzerland,Berne Declaration EvB,,,
2012-01-05,Bank of America ,US,US,,,,,,The Other 98%,,,,
2012-01-05,JPMorgan Chase ,US,US,,,,,,The Other 98%,,,,
2012-01-05,Wells Fargo ,US,US,,,,,,The Other 98%,,,,
2012-01-05,ING Groep ,Netherlands,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2012-01-05,,Netherlands,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2012-01-05,,Netherlands,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2012-01-05,,Netherlands,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2012-01-05,,Netherlands,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2012-01-05,,Netherlands,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2013-12-18,,US,China,,,,,,Green Watershed (China),Greenovation Hub,,,
2013-12-18,,Luxembourg,China,,,,,,Green Watershed (China),Greenovation Hub,,,
2013-12-18,,UK,China,,,,,,Green Watershed (China),Greenovation Hub,,,
2013-12-18,,UK,UK,,,,,,New Economics Foundation / NEF,,,,
2013-12-18,HSBC   ,UK,UK,,,,,,New Economics Foundation / NEF,,,,
2013-12-18,Barclays  ,UK,UK,,,,,,New Economics Foundation / NEF,,,,
2013-12-18,Lloyds Banking  ,UK,UK,,,,,,New Economics Foundation / NEF,,,,
2013-12-18,HSBC   ,UK,Colombia,UK,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-12-18,Legal & General  ,UK,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,ING Groep ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,Aegon ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,Allianz ,Germany,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,Delta Lloyd ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,Assicurazioni Generali ,Italy,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,Eerlijke Verzekeringswijzer / Fair Insurance Guide,,,
2013-12-18,Allianz ,Germany,Germany,,,,,,Dachverband der Kritischen Aktionaerinnen und Aktionaere / DKAA,,,,
2013-12-18,Danske Bank ,Denmark,Sweden,,,,,,Sveriges Konsumenter,,,,
2013-12-18,,Sweden,Sweden,,,,,,Sveriges Konsumenter,,,,
2013-12-18,,Sweden,Sweden,,,,,,Sveriges Konsumenter,,,,
2013-12-18,Svenska Handelsbanken ,Sweden,Sweden,,,,,,Sveriges Konsumenter,,,,
2013-12-18,,Sweden,Sweden,,,,,,Sveriges Konsumenter,,,,
2013-12-18,,Sweden,Sweden,,,,,,Sveriges Konsumenter,,,,
2013-12-18,,Sweden,Sweden,,,,,,Sveriges Konsumenter,,,,
2013-12-18,,Sweden,Sweden,,,,,,Sveriges Konsumenter,,,,
2013-12-18,,Sweden,Sweden,,,,,,Sveriges Konsumenter,,,,
2013-12-13,Bank of America ,US,US,,,,,,Green America,,,,
2013-12-13,,US,US,,,,,,Green America,,,,
2013-12-13,JPMorgan Chase ,US,US,,,,,,Green America,,,,
2013-12-13,Wells Fargo ,US,US,,,,,,Green America,,,,
2013-12-13,,US,US,,,,,,Green America,,,,
2013-12-13,Capital One Financial ,US,US,,,,,,Green America,,,,
2013-12-13,Bank of America ,US,China,South Korea,Netherlands,US,,,Pax (formerly IKV Pax Christi),,,,
2013-12-13,Deutsche Bank ,Germany,China,South Korea,Netherlands,US,,,Pax (formerly IKV Pax Christi),,,,
2013-12-13,,US,China,South Korea,Netherlands,US,,,Pax (formerly IKV Pax Christi),,,,
2013-12-13,JPMorgan Chase ,US,China,South Korea,Netherlands,US,,,Pax (formerly IKV Pax Christi),,,,
2013-12-13,,US,China,South Korea,Netherlands,US,,,Pax (formerly IKV Pax Christi),,,,
2013-12-13,,US,China,South Korea,Netherlands,US,,,Pax (formerly IKV Pax Christi),,,,
2013-12-13,Bank of New York Mellon ,US,China,South Korea,Netherlands,US,,,Pax (formerly IKV Pax Christi),,,,
2013-12-12,,Luxembourg,Germany,,,,,,Facing Finance,,,,
2013-12-12,BNP Paribas ,France,Germany,,,,,,Facing Finance,,,,
2013-12-12,Deutsche Bank ,Germany,Germany,,,,,,Facing Finance,,,,
2013-12-12,ING Groep ,Netherlands,Germany,,,,,,Facing Finance,,,,
2013-12-12,Commerzbank ,Germany,Germany,,,,,,Facing Finance,,,,
2013-12-12,UniCredit ,Italy,Germany,,,,,,Facing Finance,,,,
2013-12-12,Barclays  ,UK,UK,EU-Brussels,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-12-12,JPMorgan Chase ,US,UK,EU-Brussels,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-12-12,Morgan Stanley ,US,UK,EU-Brussels,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-12-12,Goldman Sachs ,US,UK,EU-Brussels,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-12-11,Aviva  ,UK,UK,,,,,,Friends of the Earth England / FoE EWNI,Greenpeace UK,WWF UK,Christian Aid UK,
2013-12-10,,UK,Romania,Serbia,Slovenia,EU-Brussels,,,CEE Bankwatch Network,,,,
2013-12-10,Deutsche Bank ,Germany,Germany,,,,,,Misereor,,,,
2013-12-09,,Belgium,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2013-12-06,,US,Philippines,UK,,,,,Christian Aid UK,,,,
2013-12-05,,UK,Chile,,,,,,CONADECUS Asociacion de Consumidores,,,,
2013-12-04,,US,Nigeria,,,,,,Amnesty International,,,,
2013-12-04,,Sweden,Brazil,Sweden,,,,,ECA Watch,,,,
2013-12-04,,Sweden,Brazil,Sweden,,,,,ECA Watch,,,,
2013-12-04,,US,US,,,,,,California Public Interest Research Group (CALPIRG),,,,
2013-12-04,Barclays  ,UK,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-12-04,Goldman Sachs ,US,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-12-03,Deutsche Bank ,Germany,Germany,Vietnam,,,,,Global Witness,,,,
2013-12-02,,US,Bangladesh,UK,,,,,Global Justice Now (formerly World Development Movement / WDM),Phulbari Solidarity Group,London Mining Network,,
2013-12-02,Barclays  ,UK,UK,,,,,,Greenpeace UK,,,,
2013-11-28,HSBC   ,UK,Switzerland,,,,,,Berne Declaration EvB,,,,
2013-11-25,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-11-25,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-11-25,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-11-25,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-11-25,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-11-25,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-11-25,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-11-25,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-11-25,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-11-25,Heineken  ,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-11-25,,US,US,,,,,,Oxfam America,,,,
2013-11-22,Bank of America ,US,US,,,,,,Essential Action,Center for Corporate Policy,,,
2013-11-22,Deutsche Bank ,Germany,Indonesia,US,EU-Brussels,,,,SumOfUs,Forest Heroes Campaign,,,
2013-11-22,HSBC   ,UK,Indonesia,US,EU-Brussels,,,,SumOfUs,Forest Heroes Campaign,,,
2013-11-22,BlackRock ,US,Indonesia,US,EU-Brussels,,,,SumOfUs,Forest Heroes Campaign,,,
2013-11-22,,Netherlands,Indonesia,US,EU-Brussels,,,,SumOfUs,Forest Heroes Campaign,,,
2013-11-22,,US,Indonesia,US,EU-Brussels,,,,SumOfUs,Forest Heroes Campaign,,,
2013-11-22,Schroders  ,UK,Indonesia,US,EU-Brussels,,,,SumOfUs,Forest Heroes Campaign,,,
2013-11-22,,UK,Indonesia,US,EU-Brussels,,,,SumOfUs,Forest Heroes Campaign,,,
2013-11-22,Barclays  ,UK,Mozambique,UK,,,,,ActionAid UK,,,,
2013-11-21,,UK,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-11-21,HSBC   ,UK,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-11-21,Barclays  ,UK,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-11-21,Standard Chartered  ,UK,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-11-19,,US,UK,,,,,,PLATFORM ,,,,
2013-11-19,,Luxembourg,UK,,,,,,PLATFORM ,,,,
2013-11-19,,UK,UK,,,,,,PLATFORM ,,,,
2013-11-19,,UK,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),Counter Balance-EIB,,,
2013-11-19,Visa ,US,Russia,,,,,,Human Rights Watch HRW,,,,
2013-11-18,Bank of America ,US,US,EU-Brussels,,,,,CEE Bankwatch Network,,,,
2013-11-18,,UK,US,EU-Brussels,,,,,CEE Bankwatch Network,,,,
2013-11-18,BNP Paribas ,France,US,EU-Brussels,,,,,CEE Bankwatch Network,,,,
2013-11-18,Deutsche Bank ,Germany,US,EU-Brussels,,,,,CEE Bankwatch Network,,,,
2013-11-18,Barclays  ,UK,US,EU-Brussels,,,,,CEE Bankwatch Network,,,,
2013-11-18,,US,US,EU-Brussels,,,,,CEE Bankwatch Network,,,,
2013-11-18,JPMorgan Chase ,US,US,EU-Brussels,,,,,CEE Bankwatch Network,,,,
2013-11-18,Morgan Stanley ,US,US,EU-Brussels,,,,,CEE Bankwatch Network,,,,
2013-11-14,,US,Germany,Vietnam,US,,,,Global Witness,,,,
2013-11-14,Deutsche Bank ,Germany,Germany,Vietnam,US,,,,Global Witness,,,,
2013-11-14,,US,US,,,,,,Ohio Valley Environmental Coalition OVEC,West Virginia Highlands Conservancy,Sierra Club U.S.A.,,
2013-11-14,,Sweden,Indonesia,Sweden,,,,,Miljoforbundet Jordens Vanner / FoE Sweden,Forum Syd,,,
2013-11-12,,US,US,,,,,,Environmental Rights Action (ERA) / FoE Nigeria,Justica Ambiental / FoE Mozambique,groundWork / FoE South Africa,Les Amis de la Terre Togo,
2013-11-13,Deutsche Bank ,Germany,Germany,,,,,,Urgewald,Rettet den Regenwald (Rainforest Rescue),,,
2013-11-11,ING Groep ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-11-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-11-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-11-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-11-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-11-11,Aegon ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-11-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-11-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-11-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-11-11,Delta Lloyd ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-11-11,,US,US,,,,,,As You Sow,Investor Environmental Health Network IEHN,,,
2013-11-11,,US,US,,,,,,As You Sow,Investor Environmental Health Network IEHN,,,
2013-11-08,HSBC   ,UK,Indonesia,Malaysia,UK,,,,Environmental Investigation Agency EIA,,,,
2013-11-08,,US,Australia,,,,,,WALHI / FoE Indonesia,Friends of the Earth Australia / FoE Australia,,,
2013-11-07,American Express ,US,US,,,,,,Oxfam America,U.S. PIRG,Financial Accountability and Corporate Transparency (FACT),Americans for Tax Fairness,
2013-11-08,,Germany,Germany,,,,,,PETA Germany,,,,
2013-11-06,Deutsche Bank ,Germany,UK,EU-Brussels,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-11-06,Barclays  ,UK,UK,EU-Brussels,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-11-06,JPMorgan Chase ,US,UK,EU-Brussels,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-11-06,Morgan Stanley ,US,UK,EU-Brussels,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-11-06,Goldman Sachs ,US,UK,EU-Brussels,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-11-05,HSBC   ,UK,Brazil,,,,,,WWF Brazil,,,,
2013-11-01,,UK,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-10-31,,Luxembourg,Albania,Bosnia and Herzegovina,Croatia,Italy,Montenegro,EU-Brussels,CEE Bankwatch Network,,,,
2013-10-31,,UK,Albania,Bosnia and Herzegovina,Croatia,Italy,Montenegro,EU-Brussels,CEE Bankwatch Network,,,,
2013-10-30,,US,US,,,,,,The Other 98%,,,,
2013-10-29,,Spain,Brazil,,,,,,Proteste Brazil / Associao Brasileira de Defesa do Consumidor,,,,
2013-10-29,Dexia ,Belgium,Belgium,,,,,,Intal,,,,
2013-10-28,,UK,Ukraine,,,,,,Voice of Nature,National Center for Ecological Control,National Environmental Centre of Ukraine (NECU),,
2013-10-25,,UK,India,UK,,,,,Oxfam GB,,,,
2013-10-25,,UK,UK,,,,,,Ethical Consumer ,,,,
2013-10-25,,US,US,,,,,,350.org,,,,
2013-10-25,,US,US,,,,,,350.org,,,,
2013-10-25,Deutsche Bank ,Germany,Germany,,,,,,Oxfam Deutschland (Germany),,,,
2013-10-25,Commerzbank ,Germany,Germany,,,,,,Oxfam Deutschland (Germany),,,,
2013-10-25,,Germany,Germany,,,,,,Oxfam Deutschland (Germany),,,,
2013-10-25,,Austria,Germany,,,,,,Oxfam Deutschland (Germany),,,,
2013-10-25,,US,Germany,,,,,,Oxfam Deutschland (Germany),,,,
2013-10-24,HSBC   ,UK,Indonesia,UK,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-10-24,JPMorgan Chase ,US,US,,,,,,U.S. PIRG,The Other 98%,Americans for Tax Fairness,,
2013-10-23,,UK,Indonesia,UK,,,,,Down to Earth Indonesia,,,,
2013-10-23,HSBC   ,UK,Indonesia,UK,,,,,Down to Earth Indonesia,,,,
2013-10-23,Barclays  ,UK,Indonesia,UK,,,,,Down to Earth Indonesia,,,,
2013-10-23,Lloyds Banking  ,UK,Indonesia,UK,,,,,Down to Earth Indonesia,,,,
2013-10-23,Standard Chartered  ,UK,Indonesia,UK,,,,,Down to Earth Indonesia,,,,
2013-10-22,,US,Uganda,US,,,,,Human Rights Watch HRW,,,,
2013-10-18,Deutsche Bank ,Germany,Germany,,,,,,Oxfam Deutschland (Germany),Campact,,,
2013-10-18,,US,Germany,,,,,,Oxfam Deutschland (Germany),Campact,,,
2013-10-16,BNP Paribas ,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2013-10-16,Societe Generale ,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2013-10-15,ING Groep ,Netherlands,Liberia,Netherlands,Nigeria,Uganda,,,Milieudefensie / FoE Netherlands,,,,
2013-10-15,,US,US,,,,,,As You Sow,Environmental Working Group EWG,U.S. PIRG,,
2013-10-15,,Spain,UK,,,,,,Which? (UK Consumers Association),,,,
2013-10-15,Lloyds Banking  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2013-10-14,HSBC   ,UK,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-10-15,,UK,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,BNP Paribas ,France,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,Deutsche Bank ,Germany,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,Barclays  ,UK,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,Morgan Stanley ,US,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,ING Groep ,Netherlands,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,Goldman Sachs ,US,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,Commerzbank ,Germany,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,UniCredit ,Italy,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,UniCredit ,Italy,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,BlackRock ,US,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,Aegon ,Netherlands,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,Allianz ,Germany,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,,Germany,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,,Netherlands,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,,Germany,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,,Germany,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,,Netherlands,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,State Street ,US,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-11,,US,US,,,,,,Global Financial Integrity GFI,,,,
2013-10-10,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-10-10,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-10-10,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-10-10,,Netherlands,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-10-09,Deutsche Bank ,Germany,Germany,Netherlands,,,,,Attac Germany,,,,
2013-10-08,,US,South Africa,,,,,,Earthlife Africa,,,,
2013-10-08,,US,South Africa,,,,,,Earthlife Africa,,,,
2013-10-07,,UK,UK,,,,,,Which? (UK Consumers Association),Church Action on Poverty,Centre for Responsible Credit,,
2013-10-07,Provident Financial  ,UK,UK,,,,,,Which? (UK Consumers Association),Church Action on Poverty,Centre for Responsible Credit,,
2013-10-07,,UK,UK,,,,,,Which? (UK Consumers Association),Church Action on Poverty,Centre for Responsible Credit,,
