"GEO_ID","NAME","P3_001N","P3_002N","P3_003N","P3_004N","P3_005N","P3_006N","P3_007N","P3_008N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!White alone"," !!Total:!!Black or African American alone"," !!Total:!!American Indian and Alaska Native alone"," !!Total:!!Asian alone"," !!Total:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Some Other Race alone"," !!Total:!!Two or More Races",
"860Z200US26691","ZCTA5 26691","468","442","3","2","0","0","2","19",
"860Z200US26704","ZCTA5 26704","5532","5266","35","5","15","0","34","177",
"860Z200US26705","ZCTA5 26705","959","940","1","0","0","0","2","16",
"860Z200US26707","ZCTA5 26707","226","211","0","3","1","0","1","10",
"860Z200US26710","ZCTA5 26710","1967","1872","16","0","3","1","7","68",
"860Z200US26711","ZCTA5 26711","2527","2367","12","0","9","0","22","117",
"860Z200US26714","ZCTA5 26714","565","510","1","5","0","0","7","42",
"860Z200US26716","ZCTA5 26716","656","637","5","0","0","0","0","14",
"860Z200US26717","ZCTA5 26717","1063","1018","7","2","1","0","1","34",
"860Z200US26719","ZCTA5 26719","2375","2272","3","4","5","0","2","89",
"860Z200US26720","ZCTA5 26720","186","180","0","0","0","0","0","6",
"860Z200US26722","ZCTA5 26722","702","664","3","2","3","0","6","24",
"860Z200US26726","ZCTA5 26726","13137","11787","506","28","79","4","58","675",
"860Z200US26731","ZCTA5 26731","253","250","0","0","0","0","0","3",
"860Z200US26739","ZCTA5 26739","749","725","5","0","2","0","6","11",
"860Z200US26743","ZCTA5 26743","1436","1397","4","1","2","0","2","30",
"860Z200US26750","ZCTA5 26750","726","512","137","1","1","0","3","72",
"860Z200US26753","ZCTA5 26753","5991","5666","45","7","24","0","32","217",
"860Z200US26755","ZCTA5 26755","571","534","2","0","0","0","3","32",
"860Z200US26757","ZCTA5 26757","6218","5803","93","17","15","1","47","242",
"860Z200US26761","ZCTA5 26761","637","619","4","0","0","0","3","11",
"860Z200US26763","ZCTA5 26763","1577","1492","17","2","5","2","4","55",
"860Z200US26764","ZCTA5 26764","4085","3913","18","5","4","0","23","122",
"860Z200US26767","ZCTA5 26767","644","612","4","0","1","0","0","27",
"860Z200US26801","ZCTA5 26801","1304","1250","11","2","7","0","4","30",
"860Z200US26802","ZCTA5 26802","937","893","14","1","0","1","3","25",
"860Z200US26804","ZCTA5 26804","480","468","0","2","0","0","1","9",
"860Z200US26807","ZCTA5 26807","2426","2290","49","5","0","0","12","70",
"860Z200US26808","ZCTA5 26808","814","779","8","2","0","0","6","19",
"860Z200US26810","ZCTA5 26810","372","361","1","2","0","0","1","7",
"860Z200US26812","ZCTA5 26812","1791","1706","3","1","2","0","16","63",
"860Z200US26814","ZCTA5 26814","407","393","3","0","0","0","1","10",
"860Z200US26815","ZCTA5 26815","581","547","10","1","0","2","0","21",
"860Z200US26817","ZCTA5 26817","403","386","1","0","0","0","0","16",
"860Z200US26818","ZCTA5 26818","986","928","8","1","1","0","4","44",
"860Z200US26823","ZCTA5 26823","150","140","0","0","1","0","0","9",
"860Z200US26833","ZCTA5 26833","2253","2181","5","3","0","0","7","57",
"860Z200US26836","ZCTA5 26836","6331","5282","351","26","40","0","279","353",
"860Z200US26838","ZCTA5 26838","48","47","0","0","0","0","1","0",
"860Z200US26845","ZCTA5 26845","823","791","7","1","1","0","0","23",
"860Z200US26847","ZCTA5 26847","6014","5682","69","14","20","0","37","192",
"860Z200US26851","ZCTA5 26851","2012","1884","27","2","8","0","17","74",
"860Z200US26852","ZCTA5 26852","931","895","9","0","0","0","4","23",
"860Z200US26855","ZCTA5 26855","654","637","2","0","1","0","2","12",
"860Z200US26865","ZCTA5 26865","448","425","2","0","0","0","3","18",
"860Z200US26866","ZCTA5 26866","776","733","4","3","0","0","0","36",
"860Z200US26884","ZCTA5 26884","271","265","0","0","0","1","0","5",
"860Z200US26886","ZCTA5 26886","185","179","2","1","0","1","2","0",
"860Z200US27006","ZCTA5 27006","14963","13431","437","49","147","4","223","672",
"860Z200US27007","ZCTA5 27007","2051","1862","12","12","1","0","80","84",
"860Z200US27009","ZCTA5 27009","2860","2473","172","14","14","0","57","130",
"860Z200US27011","ZCTA5 27011","5210","4365","185","31","11","0","333","285",
"860Z200US27012","ZCTA5 27012","29954","24275","1978","94","1029","14","644","1920",
"860Z200US27013","ZCTA5 27013","6257","4729","751","39","45","2","260","431",
"860Z200US27014","ZCTA5 27014","798","594","71","1","2","0","23","107",
"860Z200US27016","ZCTA5 27016","1693","1605","32","3","4","0","9","40",
"860Z200US27017","ZCTA5 27017","8976","6710","165","80","45","1","1363","612",
"860Z200US27018","ZCTA5 27018","7550","6624","180","26","24","0","366","330",
"860Z200US27019","ZCTA5 27019","3768","3412","100","15","14","1","63","163",
"860Z200US27020","ZCTA5 27020","6168","5125","112","25","19","1","614","272",
"860Z200US27021","ZCTA5 27021","17345","15793","266","69","111","3","299","804",
"860Z200US27022","ZCTA5 27022","1399","1322","11","5","2","1","25","33",
"860Z200US27023","ZCTA5 27023","13214","11083","636","49","463","4","216","763",
"860Z200US27024","ZCTA5 27024","2589","2414","14","4","0","0","62","95",
"860Z200US27025","ZCTA5 27025","10769","8736","1169","59","58","3","228","516",
"860Z200US27027","ZCTA5 27027","4006","3364","340","11","15","0","83","193",
"860Z200US27028","ZCTA5 27028","26479","20905","1895","149","132","3","1662","1733",
"860Z200US27030","ZCTA5 27030","36995","30343","1743","166","240","11","2248","2244",
"860Z200US27040","ZCTA5 27040","12409","9655","1359","48","327","8","299","713",
"860Z200US27041","ZCTA5 27041","7501","6648","233","23","32","0","172","393",
"860Z200US27042","ZCTA5 27042","664","543","59","7","2","1","10","42",
"860Z200US27043","ZCTA5 27043","6322","5796","142","15","12","0","77","280",
"860Z200US27045","ZCTA5 27045","9548","6314","1928","57","66","5","558","620",
"860Z200US27046","ZCTA5 27046","1977","1818","26","2","9","0","42","80",
"860Z200US27047","ZCTA5 27047","1169","1057","6","9","1","0","25","71",
"860Z200US27048","ZCTA5 27048","7910","6268","831","22","14","1","339","435",
"860Z200US27050","ZCTA5 27050","3929","3427","200","4","20","0","65","213",
"860Z200US27051","ZCTA5 27051","8195","5853","1320","56","36","8","380","542",
"860Z200US27052","ZCTA5 27052","9861","8354","919","46","13","6","110","413",
"860Z200US27053","ZCTA5 27053","2883","2619","108","17","0","1","18","120",
"860Z200US27054","ZCTA5 27054","2602","1969","305","19","7","3","132","167",
"860Z200US27055","ZCTA5 27055","14109","11407","383","104","63","0","1265","887",
"860Z200US27101","ZCTA5 27101","21654","8980","9085","136","405","2","1586","1460",
"860Z200US27103","ZCTA5 27103","36023","20757","7692","207","1531","8","2503","3325",
"860Z200US27104","ZCTA5 27104","30533","22108","4078","117","1357","9","902","1962",
"860Z200US27105","ZCTA5 27105","39977","7840","22711","417","206","26","6219","2558",
"860Z200US27106","ZCTA5 27106","49115","27616","11866","281","1645","132","4037","3538",
"860Z200US27107","ZCTA5 27107","49834","23643","13348","472","390","53","8229","3699",
"860Z200US27109","ZCTA5 27109","3120","2318","288","4","231","1","61","217",
"860Z200US27110","ZCTA5 27110","2138","33","2034","11","5","0","19","36",
"860Z200US27127","ZCTA5 27127","39809","19657","11131","319","833","13","4216","3640",
"860Z200US27201","ZCTA5 27201","93","90","2","0","1","0","0","0",
"860Z200US27202","ZCTA5 27202","41","39","1","0","0","0","1","0",
"860Z200US27203","ZCTA5 27203","21869","11732","2981","283","322","3","4064","2484",
"860Z200US27205","ZCTA5 27205","33562","26756","1392","215","289","6","2642","2262",
"860Z200US27207","ZCTA5 27207","3724","2957","425","17","11","0","113","201",
"860Z200US27208","ZCTA5 27208","1790","1599","59","3","2","3","27","97",
"860Z200US27209","ZCTA5 27209","4016","2099","615","36","22","0","960","284",
"860Z200US27212","ZCTA5 27212","2667","1312","1169","16","11","1","97","61",
"860Z200US27213","ZCTA5 27213","83","58","5","1","0","0","5","14",
"860Z200US27214","ZCTA5 27214","12417","6728","4188","72","147","5","570","707",
"860Z200US27215","ZCTA5 27215","44620","28747","8368","270","1202","40","3151","2842",
"860Z200US27217","ZCTA5 27217","39556","16988","12303","465","285","32","6727","2756",
"860Z200US27229","ZCTA5 27229","3228","1654","598","22","38","3","690","223",
"860Z200US27231","ZCTA5 27231","1939","1314","436","10","12","1","77","89",
"860Z200US27233","ZCTA5 27233","3477","3043","103","45","10","2","91","183",
"860Z200US27235","ZCTA5 27235","4876","3990","241","27","277","0","100","241",
"860Z200US27239","ZCTA5 27239","8839","8325","52","29","52","2","76","303",
"860Z200US27242","ZCTA5 27242","1807","1091","426","21","7","2","166","94",
"860Z200US27243","ZCTA5 27243","4622","3500","498","25","80","0","181","338",
"860Z200US27244","ZCTA5 27244","16671","13456","1555","59","315","4","358","924",
"860Z200US27247","ZCTA5 27247","111","95","0","0","0","0","15","1",
"860Z200US27248","ZCTA5 27248","4535","3854","99","28","8","0","231","315",
"860Z200US27249","ZCTA5 27249","13537","9876","2186","68","121","2","470","814",
"860Z200US27252","ZCTA5 27252","1584","1154","288","6","3","0","32","101",
"860Z200US27253","ZCTA5 27253","32010","20079","5766","322","454","12","3031","2346",
"860Z200US27256","ZCTA5 27256","101","88","11","0","1","0","0","1",
"860Z200US27258","ZCTA5 27258","7088","4598","987","100","113","1","771","518",
"860Z200US27259","ZCTA5 27259","124","114","4","1","1","0","0","4",
"860Z200US27260","ZCTA5 27260","24573","4656","13539","198","2016","9","2277","1878",
"860Z200US27262","ZCTA5 27262","25253","13775","6668","168","1116","16","1913","1597",
"860Z200US27263","ZCTA5 27263","21613","14298","2379","179","2459","4","1193","1101",
"860Z200US27265","ZCTA5 27265","52530","29327","12608","247","4689","41","2286","3332",
"860Z200US27268","ZCTA5 27268","1613","1283","80","12","43","6","183","6",
"860Z200US27278","ZCTA5 27278","28846","20541","3594","204","478","4","1892","2133",
"860Z200US27281","ZCTA5 27281","3299","2134","490","32","32","5","427","179",
"860Z200US27282","ZCTA5 27282","15966","10168","2974","50","1292","6","384","1092",
"860Z200US27283","ZCTA5 27283","3056","2787","75","19","14","2","34","125",
"860Z200US27284","ZCTA5 27284","56859","41705","6935","330","1104","10","2658","4117",
"860Z200US27288","ZCTA5 27288","23375","15844","5074","117","173","7","861","1299",
"860Z200US27291","ZCTA5 27291","1559","1119","328","7","2","0","32","71",
"860Z200US27292","ZCTA5 27292","39337","28719","5278","296","431","10","2354","2249",
"860Z200US27295","ZCTA5 27295","39042","32520","2136","209","958","9","1098","2112",
"860Z200US27298","ZCTA5 27298","10583","8376","848","104","38","3","554","660",
"860Z200US27299","ZCTA5 27299","5057","4235","156","30","19","3","328","286",
"860Z200US27301","ZCTA5 27301","10752","5473","3879","73","211","8","387","721",
"860Z200US27302","ZCTA5 27302","33237","21022","6977","228","689","22","1671","2628",
"860Z200US27305","ZCTA5 27305","1425","637","710","5","3","0","7","63",
"860Z200US27306","ZCTA5 27306","6399","4325","1498","28","219","5","105","219",
"860Z200US27310","ZCTA5 27310","8331","6739","328","22","604","0","154","484",
"860Z200US27311","ZCTA5 27311","3321","2198","841","10","13","7","81","171",
"860Z200US27312","ZCTA5 27312","21572","16817","2326","82","282","14","677","1374",
"860Z200US27313","ZCTA5 27313","6792","5789","501","44","37","2","154","265",
"860Z200US27314","ZCTA5 27314","1026","899","74","0","0","0","26","27",
"860Z200US27315","ZCTA5 27315","1892","1601","157","2","9","2","47","74",
"860Z200US27316","ZCTA5 27316","6664","4754","723","45","44","1","590","507",
"860Z200US27317","ZCTA5 27317","17563","14023","924","95","114","1","1225","1181",
"860Z200US27320","ZCTA5 27320","37843","24896","9310","192","162","21","1378","1884",
"860Z200US27325","ZCTA5 27325","5775","4013","391","41","24","0","880","426",
"860Z200US27326","ZCTA5 27326","3679","2776","619","14","12","1","77","180",
"860Z200US27330","ZCTA5 27330","39489","22937","7706","305","469","34","4686","3352",
"860Z200US27332","ZCTA5 27332","36020","22887","5608","324","417","51","3485","3248",
"860Z200US27340","ZCTA5 27340","149","136","1","0","2","0","0","10",
"860Z200US27341","ZCTA5 27341","5235","4633","179","12","7","0","119","285",
"860Z200US27342","ZCTA5 27342","39","15","15","0","3","0","1","5",
"860Z200US27343","ZCTA5 27343","1656","1038","505","13","5","0","29","66",
"860Z200US27344","ZCTA5 27344","17834","9063","2804","216","121","8","4003","1619",
"860Z200US27349","ZCTA5 27349","6308","5252","345","37","37","3","241","393",
"860Z200US27350","ZCTA5 27350","6550","5850","118","60","36","0","188","298",
"860Z200US27351","ZCTA5 27351","71","58","2","0","0","0","2","9",
"860Z200US27355","ZCTA5 27355","2688","1938","285","36","7","0","234","188",
"860Z200US27356","ZCTA5 27356","2989","2341","152","18","5","0","341","132",
"860Z200US27357","ZCTA5 27357","9190","7856","353","53","98","3","396","431",
"860Z200US27358","ZCTA5 27358","15173","12300","666","51","904","7","380","865",
"860Z200US27360","ZCTA5 27360","47165","33884","6004","356","567","13","3212","3129",
"860Z200US27370","ZCTA5 27370","15119","13470","412","88","192","1","277","679",
"860Z200US27371","ZCTA5 27371","7284","5236","1168","28","114","1","343","394",
"860Z200US27374","ZCTA5 27374","376","319","5","5","3","0","12","32",
"860Z200US27376","ZCTA5 27376","9317","7374","1057","51","89","5","239","502",
"860Z200US27377","ZCTA5 27377","11341","6407","3562","38","161","1","420","752",
"860Z200US27379","ZCTA5 27379","4463","2239","1908","19","26","6","71","194",
"860Z200US27401","ZCTA5 27401","21854","4359","14613","119","523","7","1151","1082",
"860Z200US27403","ZCTA5 27403","23679","12916","6686","115","1017","24","1279","1642",
"860Z200US27405","ZCTA5 27405","51506","11044","29980","356","2850","14","3919","3343",
"860Z200US27406","ZCTA5 27406","61597","17776","33921","521","1442","20","4140","3777",
"860Z200US27407","ZCTA5 27407","49803","18013","18391","489","4038","51","4817","4004",
"860Z200US27408","ZCTA5 27408","17896","14561","1571","53","442","5","315","949",
"860Z200US27409","ZCTA5 27409","17378","7520","6529","101","1113","13","849","1253",
"860Z200US27410","ZCTA5 27410","54968","38021","8613","176","3068","13","1407","3670",
"860Z200US27411","ZCTA5 27411","1776","24","1620","2","0","0","75","55",
"860Z200US27412","ZCTA5 27412","3353","1394","1373","24","124","1","203","234",
"860Z200US27455","ZCTA5 27455","30913","20469","6419","115","1306","11","629","1964",
"860Z200US27501","ZCTA5 27501","20918","14195","2515","212","118","7","2346","1525",
"860Z200US27502","ZCTA5 27502","45725","32511","2883","142","4828","16","1372","3973",
"860Z200US27503","ZCTA5 27503","6012","3811","1847","44","33","0","80","197",
"860Z200US27504","ZCTA5 27504","16613","11933","1895","209","87","3","1371","1115",
"860Z200US27505","ZCTA5 27505","7005","4589","823","77","36","12","852","616",
"860Z200US27506","ZCTA5 27506","1153","866","238","2","19","1","8","19",
"860Z200US27507","ZCTA5 27507","1813","1275","414","3","2","0","36","83",
"860Z200US27508","ZCTA5 27508","2077","942","861","24","7","0","163","80",
"860Z200US27509","ZCTA5 27509","7650","3087","3377","103","22","1","793","267",
"860Z200US27510","ZCTA5 27510","14801","9169","1823","92","1100","8","1108","1501",
"860Z200US27511","ZCTA5 27511","32786","22199","2635","204","1842","22","2744","3140",
"860Z200US27513","ZCTA5 27513","46526","28653","4426","137","7546","25","1831","3908",
"860Z200US27514","ZCTA5 27514","33809","20950","3167","171","5566","14","1328","2613",
"860Z200US27516","ZCTA5 27516","45841","32108","3752","224","4243","19","1676","3819",
"860Z200US27517","ZCTA5 27517","28837","20723","2160","124","2095","8","1417","2310",
"860Z200US27518","ZCTA5 27518","21807","16285","1415","46","2171","13","354","1523",
"860Z200US27519","ZCTA5 27519","65923","30175","4659","151","25617","34","976","4311",
"860Z200US27520","ZCTA5 27520","46478","28775","8959","321","478","9","3465","4471",
"860Z200US27521","ZCTA5 27521","6345","4481","660","46","44","1","725","388",
"860Z200US27522","ZCTA5 27522","13630","7585","3445","108","167","6","1245","1074",
"860Z200US27523","ZCTA5 27523","17320","10203","1088","54","4411","5","352","1207",
"860Z200US27524","ZCTA5 27524","13258","9438","1356","132","39","1","1394","898",
"860Z200US27525","ZCTA5 27525","16684","10296","4235","84","114","13","862","1080",
"860Z200US27526","ZCTA5 27526","56089","41436","6630","316","884","40","2344","4439",
"860Z200US27527","ZCTA5 27527","33827","23954","4999","156","504","28","1326","2860",
"860Z200US27529","ZCTA5 27529","54250","30695","13724","446","908","45","4297","4135",
"860Z200US27530","ZCTA5 27530","37470","18660","14564","161","441","22","1567","2055",
"860Z200US27531","ZCTA5 27531","584","370","109","0","28","3","34","40",
"860Z200US27533","ZCTA5 27533","361","151","182","8","0","0","8","12",
"860Z200US27534","ZCTA5 27534","30844","16018","9913","164","857","26","1725","2141",
"860Z200US27536","ZCTA5 27536","15998","4023","10176","63","166","1","935","634",
"860Z200US27537","ZCTA5 27537","23635","11314","9657","95","106","6","1489","968",
"860Z200US27539","ZCTA5 27539","26326","19059","2290","101","1523","8","1315","2030",
"860Z200US27540","ZCTA5 27540","44302","33312","3964","169","2063","20","1225","3549",
"860Z200US27541","ZCTA5 27541","4026","3189","445","10","12","0","111","259",
"860Z200US27542","ZCTA5 27542","9607","6984","1198","61","26","0","541","797",
"860Z200US27544","ZCTA5 27544","3824","2147","1376","10","6","4","129","152",
"860Z200US27545","ZCTA5 27545","32567","12763","12345","325","919","28","3526","2661",
"860Z200US27546","ZCTA5 27546","20637","13217","4390","189","237","27","1107","1470",
"860Z200US27549","ZCTA5 27549","24558","14632","6661","220","123","4","1644","1274",
"860Z200US27551","ZCTA5 27551","2052","1123","666","136","6","0","48","73",
"860Z200US27553","ZCTA5 27553","1944","610","1221","8","10","0","39","56",
"860Z200US27555","ZCTA5 27555","458","324","50","7","1","0","25","51",
"860Z200US27556","ZCTA5 27556","139","23","105","2","0","0","1","8",
"860Z200US27557","ZCTA5 27557","8336","5156","1541","74","14","6","1016","529",
"860Z200US27559","ZCTA5 27559","2412","1713","354","14","29","0","157","145",
"860Z200US27560","ZCTA5 27560","38959","13884","5047","150","16594","16","987","2281",
"860Z200US27562","ZCTA5 27562","3800","2914","233","11","215","0","86","341",
"860Z200US27563","ZCTA5 27563","4970","1722","2879","54","5","3","154","153",
"860Z200US27565","ZCTA5 27565","24676","12371","9751","88","126","17","1284","1039",
"860Z200US27568","ZCTA5 27568","1187","867","136","5","1","0","78","100",
"860Z200US27569","ZCTA5 27569","8854","6630","879","46","54","10","646","589",
"860Z200US27570","ZCTA5 27570","24","9","13","0","0","0","0","2",
"860Z200US27571","ZCTA5 27571","8627","5396","1869","27","270","5","390","670",
"860Z200US27572","ZCTA5 27572","6652","5285","790","15","51","1","198","312",
"860Z200US27573","ZCTA5 27573","11017","5186","4532","86","39","2","560","612",
"860Z200US27574","ZCTA5 27574","14320","9810","3388","137","40","4","323","618",
"860Z200US27576","ZCTA5 27576","17568","9155","3558","164","71","4","2933","1683",
"860Z200US27577","ZCTA5 27577","24972","14341","5038","235","178","13","3017","2150",
"860Z200US27581","ZCTA5 27581","3646","2664","538","30","7","3","206","198",
"860Z200US27582","ZCTA5 27582","313","151","155","0","1","0","3","3",
"860Z200US27583","ZCTA5 27583","7204","5664","942","24","21","1","190","362",
"860Z200US27584","ZCTA5 27584","104","42","60","0","0","0","1","1",
"860Z200US27587","ZCTA5 27587","76647","55495","10373","247","2436","41","2217","5838",
"860Z200US27589","ZCTA5 27589","6927","1945","3956","457","28","1","227","313",
"860Z200US27591","ZCTA5 27591","24677","13745","5536","187","340","16","2886","1967",
"860Z200US27592","ZCTA5 27592","18115","13333","1521","174","109","6","1415","1557",
"860Z200US27593","ZCTA5 27593","31","10","6","0","2","0","5","8",
"860Z200US27594","ZCTA5 27594","63","32","27","0","0","0","2","2",
"860Z200US27596","ZCTA5 27596","19023","14188","2517","75","156","2","893","1192",
"860Z200US27597","ZCTA5 27597","27178","16511","5645","248","180","19","2675","1900",
"860Z200US27599","ZCTA5 27599","16","9","0","3","0","1","1","2",
"860Z200US27601","ZCTA5 27601","9965","4521","4128","40","242","6","404","624",
"860Z200US27603","ZCTA5 27603","54616","33760","9351","371","1619","18","5271","4226",
"860Z200US27604","ZCTA5 27604","46076","19007","14287","360","2138","37","6477","3770",
"860Z200US27605","ZCTA5 27605","6409","5095","420","23","210","0","129","532",
"860Z200US27606","ZCTA5 27606","48343","28281","7749","233","5348","44","2957","3731",
"860Z200US27607","ZCTA5 27607","27182","20644","2608","85","1528","21","562","1734",
"860Z200US27608","ZCTA5 27608","12018","10927","279","16","150","0","94","552",
"860Z200US27609","ZCTA5 27609","36218","25160","5316","138","977","10","2297","2320",
"860Z200US27610","ZCTA5 27610","75164","14472","42220","670","1371","26","11482","4923",
"860Z200US27612","ZCTA5 27612","39576","28742","5209","126","1452","19","1313","2715",
"860Z200US27613","ZCTA5 27613","46969","34178","5171","167","2412","15","1255","3771",
"860Z200US27614","ZCTA5 27614","35415","26351","4104","72","1544","7","689","2648",
"860Z200US27615","ZCTA5 27615","43010","32007","5281","142","1479","21","1301","2779",
"860Z200US27616","ZCTA5 27616","56941","19584","21131","628","3734","37","6670","5157",
"860Z200US27617","ZCTA5 27617","20968","11685","4759","65","2125","13","590","1731",
"860Z200US27695","ZCTA5 27695","1045","819","49","3","86","0","14","74",
"860Z200US27697","ZCTA5 27697","0","0","0","0","0","0","0","0",
"860Z200US27701","ZCTA5 27701","25208","10334","8856","307","811","12","2844","2044",
"860Z200US27703","ZCTA5 27703","61539","20223","24918","595","2658","20","8826","4299",
"860Z200US27704","ZCTA5 27704","39532","10135","18692","356","632","34","6640","3043",
"860Z200US27705","ZCTA5 27705","50472","27545","9583","300","4178","28","4851","3987",
"860Z200US27707","ZCTA5 27707","49787","19355","19021","341","2288","10","5216","3556",
"860Z200US27708","ZCTA5 27708","3419","228","2916","1","63","0","164","47",
"860Z200US27709","ZCTA5 27709","5","1","0","0","0","0","1","3",
"860Z200US27712","ZCTA5 27712","21683","13984","4271","137","662","8","1077","1544",
"860Z200US27713","ZCTA5 27713","54988","25761","17892","212","3864","11","2999","4249",
"860Z200US27801","ZCTA5 27801","19043","4297","13648","65","24","6","443","560",
"860Z200US27803","ZCTA5 27803","20882","9461","9816","100","169","2","568","766",
"860Z200US27804","ZCTA5 27804","28707","11771","13777","231","623","20","1033","1252",
"860Z200US27805","ZCTA5 27805","3164","1398","1533","17","5","0","62","149",
"860Z200US27806","ZCTA5 27806","1950","1116","702","3","1","1","25","102",
"860Z200US27807","ZCTA5 27807","6749","3857","1220","41","11","2","1057","561",
"860Z200US27808","ZCTA5 27808","2324","2105","109","5","5","1","11","88",
"860Z200US27809","ZCTA5 27809","4345","1937","2012","42","19","3","160","172",
"860Z200US27810","ZCTA5 27810","3439","2358","804","12","9","0","156","100",
"860Z200US27812","ZCTA5 27812","2358","915","1230","10","3","4","90","106",
"860Z200US27813","ZCTA5 27813","659","425","172","1","0","1","24","36",
"860Z200US27814","ZCTA5 27814","1627","1177","346","3","8","3","9","81",
"860Z200US27815","ZCTA5 27815","15","9","4","0","0","0","0","2",
"860Z200US27816","ZCTA5 27816","2636","1656","726","35","2","0","100","117",
"860Z200US27817","ZCTA5 27817","6824","4972","1306","15","23","1","230","277",
"860Z200US27818","ZCTA5 27818","1159","489","601","4","4","0","12","49",
"860Z200US27819","ZCTA5 27819","241","72","153","3","0","0","4","9",
"860Z200US27820","ZCTA5 27820","2486","1361","1002","2","3","1","32","85",
"860Z200US27821","ZCTA5 27821","216","57","147","3","0","1","1","7",
"860Z200US27822","ZCTA5 27822","8351","5739","1752","45","41","2","426","346",
"860Z200US27823","ZCTA5 27823","6354","848","5018","211","4","3","83","187",
"860Z200US27824","ZCTA5 27824","1113","588","389","2","0","0","69","65",
"860Z200US27825","ZCTA5 27825","84","52","29","0","0","0","1","2",
"860Z200US27826","ZCTA5 27826","1126","558","470","7","8","2","30","51",
"860Z200US27827","ZCTA5 27827","41","27","7","0","1","0","2","4",
"860Z200US27828","ZCTA5 27828","8673","4564","3224","46","25","0","412","402",
"860Z200US27829","ZCTA5 27829","1786","1168","450","16","4","1","70","77",
"860Z200US27830","ZCTA5 27830","4377","2764","1068","18","5","3","266","253",
"860Z200US27831","ZCTA5 27831","3009","432","2473","3","1","0","30","70",
"860Z200US27832","ZCTA5 27832","2630","1005","1488","14","0","0","22","101",
"860Z200US27834","ZCTA5 27834","55051","17886","29538","234","955","35","3411","2992",
"860Z200US27837","ZCTA5 27837","5871","3851","1238","24","38","1","322","397",
"860Z200US27839","ZCTA5 27839","3509","1156","2157","21","5","0","90","80",
"860Z200US27840","ZCTA5 27840","457","149","274","5","0","0","14","15",
"860Z200US27841","ZCTA5 27841","49","11","33","0","0","0","1","4",
"860Z200US27842","ZCTA5 27842","1469","1065","328","7","1","1","9","58",
"860Z200US27843","ZCTA5 27843","931","476","391","2","1","0","35","26",
"860Z200US27844","ZCTA5 27844","2932","242","1027","1442","3","0","40","178",
"860Z200US27845","ZCTA5 27845","1489","684","715","6","9","0","26","49",
"860Z200US27846","ZCTA5 27846","2731","1878","681","6","5","0","44","117",
"860Z200US27847","ZCTA5 27847","714","145","530","3","0","1","8","27",
"860Z200US27849","ZCTA5 27849","1027","125","855","1","0","0","11","35",
"860Z200US27850","ZCTA5 27850","6462","3815","2226","116","27","0","76","202",
"860Z200US27851","ZCTA5 27851","5023","3438","775","61","8","0","408","333",
"860Z200US27852","ZCTA5 27852","2673","1946","447","6","23","0","98","153",
"860Z200US27853","ZCTA5 27853","394","149","209","4","0","0","13","19",
"860Z200US27855","ZCTA5 27855","5908","1909","3509","23","28","1","262","176",
"860Z200US27856","ZCTA5 27856","17029","10121","5525","158","62","9","534","620",
"860Z200US27857","ZCTA5 27857","1075","442","563","8","1","0","21","40",
"860Z200US27858","ZCTA5 27858","52857","35837","10881","207","1166","27","1824","2915",
"860Z200US27860","ZCTA5 27860","1749","1153","398","8","1","1","119","69",
"860Z200US27861","ZCTA5 27861","70","10","53","0","0","0","5","2",
"860Z200US27862","ZCTA5 27862","820","482","299","0","2","1","17","19",
"860Z200US27863","ZCTA5 27863","12520","9088","1965","45","100","3","502","817",
"860Z200US27864","ZCTA5 27864","4133","2230","1608","17","2","0","155","121",
"860Z200US27865","ZCTA5 27865","1926","1659","117","10","6","0","60","74",
"860Z200US27866","ZCTA5 27866","756","262","453","2","3","0","15","21",
"860Z200US27869","ZCTA5 27869","1832","453","1298","6","3","0","15","57",
"860Z200US27870","ZCTA5 27870","25738","13358","10541","170","250","5","447","967",
"860Z200US27871","ZCTA5 27871","3951","1676","1922","14","9","3","180","147",
"860Z200US27872","ZCTA5 27872","222","84","126","0","1","1","2","8",
"860Z200US27873","ZCTA5 27873","295","147","118","5","1","0","11","13",
"860Z200US27874","ZCTA5 27874","4027","1094","2716","12","7","1","106","91",
"860Z200US27875","ZCTA5 27875","390","258","119","0","0","0","2","11",
"860Z200US27876","ZCTA5 27876","1127","419","646","1","1","0","15","45",
"860Z200US27877","ZCTA5 27877","2","0","2","0","0","0","0","0",
"860Z200US27878","ZCTA5 27878","1323","380","863","8","0","1","14","57",
"860Z200US27879","ZCTA5 27879","278","141","108","1","0","0","9","19",
"860Z200US27880","ZCTA5 27880","3347","2388","402","36","8","6","295","212",
"860Z200US27881","ZCTA5 27881","32","11","21","0","0","0","0","0",
"860Z200US27882","ZCTA5 27882","7648","4269","2234","81","15","4","565","480",
"860Z200US27883","ZCTA5 27883","3398","1932","1013","9","6","0","278","160",
"860Z200US27884","ZCTA5 27884","1156","849","160","2","3","1","92","49",
"860Z200US27885","ZCTA5 27885","802","536","187","1","0","0","47","31",
"860Z200US27886","ZCTA5 27886","18776","7731","9216","79","66","3","999","682",
"860Z200US27888","ZCTA5 27888","2100","1042","504","34","1","0","362","157",
"860Z200US27889","ZCTA5 27889","26054","15840","6920","116","108","9","1960","1101",
