"GEO_ID","NAME","P3_001N","P3_002N","P3_003N","P3_004N","P3_005N","P3_006N","P3_007N","P3_008N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!White alone"," !!Total:!!Black or African American alone"," !!Total:!!American Indian and Alaska Native alone"," !!Total:!!Asian alone"," !!Total:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Some Other Race alone"," !!Total:!!Two or More Races",
"860Z200US50652","ZCTA5 50652","121","111","0","0","0","0","1","9",
"860Z200US50653","ZCTA5 50653","605","595","0","1","1","0","1","7",
"860Z200US50654","ZCTA5 50654","468","453","0","0","0","2","4","9",
"860Z200US50655","ZCTA5 50655","743","706","2","1","1","0","9","24",
"860Z200US50657","ZCTA5 50657","94","90","0","0","0","0","0","4",
"860Z200US50658","ZCTA5 50658","2394","2296","9","1","1","2","2","83",
"860Z200US50659","ZCTA5 50659","5402","4943","50","6","18","2","122","261",
"860Z200US50660","ZCTA5 50660","1294","1247","1","3","1","0","4","38",
"860Z200US50662","ZCTA5 50662","6693","6112","86","17","24","1","33","420",
"860Z200US50664","ZCTA5 50664","97","95","0","0","0","0","0","2",
"860Z200US50665","ZCTA5 50665","2893","2786","5","7","5","0","11","79",
"860Z200US50666","ZCTA5 50666","893","856","3","3","3","0","1","27",
"860Z200US50667","ZCTA5 50667","759","717","11","0","1","0","2","28",
"860Z200US50668","ZCTA5 50668","1234","1208","0","0","0","0","4","22",
"860Z200US50669","ZCTA5 50669","2335","2227","11","2","1","0","7","87",
"860Z200US50670","ZCTA5 50670","1959","1875","2","4","6","0","12","60",
"860Z200US50671","ZCTA5 50671","206","194","0","0","1","1","1","9",
"860Z200US50672","ZCTA5 50672","532","508","0","0","2","0","2","20",
"860Z200US50673","ZCTA5 50673","185","181","0","0","0","0","1","3",
"860Z200US50674","ZCTA5 50674","3480","3330","4","9","10","0","29","98",
"860Z200US50675","ZCTA5 50675","2372","2239","20","10","8","1","14","80",
"860Z200US50676","ZCTA5 50676","1815","1747","0","1","0","0","14","53",
"860Z200US50677","ZCTA5 50677","12789","11863","230","28","165","2","99","402",
"860Z200US50680","ZCTA5 50680","1128","1089","1","0","1","0","2","35",
"860Z200US50681","ZCTA5 50681","432","417","0","1","0","0","5","9",
"860Z200US50682","ZCTA5 50682","1558","1494","6","1","1","2","4","50",
"860Z200US50701","ZCTA5 50701","29806","23962","2716","117","657","225","467","1662",
"860Z200US50702","ZCTA5 50702","20447","14253","2888","57","1082","248","688","1231",
"860Z200US50703","ZCTA5 50703","18913","9612","6198","132","284","232","971","1484",
"860Z200US50707","ZCTA5 50707","7708","6387","532","38","40","38","201","472",
"860Z200US50801","ZCTA5 50801","9245","8584","114","34","50","7","96","360",
"860Z200US50830","ZCTA5 50830","1667","1603","2","3","6","0","7","46",
"860Z200US50831","ZCTA5 50831","38","34","0","0","0","0","0","4",
"860Z200US50833","ZCTA5 50833","2338","2224","1","5","4","1","24","79",
"860Z200US50835","ZCTA5 50835","82","81","0","0","0","0","0","1",
"860Z200US50836","ZCTA5 50836","322","310","0","0","0","1","1","10",
"860Z200US50837","ZCTA5 50837","304","292","0","0","0","0","2","10",
"860Z200US50839","ZCTA5 50839","36","31","1","1","1","0","0","2",
"860Z200US50840","ZCTA5 50840","437","418","0","0","1","0","5","13",
"860Z200US50841","ZCTA5 50841","2652","2523","9","12","12","0","18","78",
"860Z200US50842","ZCTA5 50842","105","100","0","0","1","0","0","4",
"860Z200US50843","ZCTA5 50843","537","505","1","4","2","1","5","19",
"860Z200US50845","ZCTA5 50845","787","754","0","2","1","0","5","25",
"860Z200US50846","ZCTA5 50846","1084","1031","7","6","4","0","0","36",
"860Z200US50847","ZCTA5 50847","83","80","0","0","0","0","0","3",
"860Z200US50848","ZCTA5 50848","342","322","0","10","0","0","3","7",
"860Z200US50849","ZCTA5 50849","2784","2687","11","3","10","2","14","57",
"860Z200US50851","ZCTA5 50851","1958","1672","1","2","3","2","154","124",
"860Z200US50853","ZCTA5 50853","688","656","0","1","3","1","5","22",
"860Z200US50854","ZCTA5 50854","2223","2131","1","4","5","0","10","72",
"860Z200US50857","ZCTA5 50857","180","171","2","1","1","0","1","4",
"860Z200US50858","ZCTA5 50858","738","713","2","0","1","0","3","19",
"860Z200US50859","ZCTA5 50859","491","470","0","3","0","0","3","15",
"860Z200US50860","ZCTA5 50860","267","258","0","0","1","0","0","8",
"860Z200US50861","ZCTA5 50861","238","227","0","0","1","0","0","10",
"860Z200US50862","ZCTA5 50862","132","119","0","1","0","0","5","7",
"860Z200US50863","ZCTA5 50863","207","203","0","0","0","0","1","3",
"860Z200US50864","ZCTA5 50864","1872","1793","4","6","3","0","6","60",
"860Z200US51001","ZCTA5 51001","2615","2468","2","12","0","1","31","101",
"860Z200US51002","ZCTA5 51002","2909","2382","35","27","29","68","177","191",
"860Z200US51003","ZCTA5 51003","1719","1565","27","12","6","5","40","64",
"860Z200US51004","ZCTA5 51004","956","905","3","7","1","1","11","28",
"860Z200US51005","ZCTA5 51005","1474","1379","0","9","2","6","23","55",
"860Z200US51006","ZCTA5 51006","1038","1003","0","1","0","5","11","18",
"860Z200US51007","ZCTA5 51007","678","622","4","3","1","0","0","48",
"860Z200US51008","ZCTA5 51008","129","122","1","0","0","0","0","6",
"860Z200US51009","ZCTA5 51009","146","137","3","0","0","0","1","5",
"860Z200US51010","ZCTA5 51010","421","394","2","3","0","0","9","13",
"860Z200US51011","ZCTA5 51011","75","63","1","4","0","0","0","7",
"860Z200US51012","ZCTA5 51012","6592","6032","69","20","49","7","189","226",
"860Z200US51014","ZCTA5 51014","546","528","1","1","1","0","3","12",
"860Z200US51015","ZCTA5 51015","97","92","1","1","0","0","0","3",
"860Z200US51016","ZCTA5 51016","1361","1287","2","8","6","1","11","46",
"860Z200US51018","ZCTA5 51018","385","369","1","1","0","0","0","14",
"860Z200US51019","ZCTA5 51019","715","694","5","0","0","0","5","11",
"860Z200US51020","ZCTA5 51020","637","576","2","1","5","0","27","26",
"860Z200US51022","ZCTA5 51022","751","669","3","8","0","0","54","17",
"860Z200US51023","ZCTA5 51023","3392","2664","5","35","2","0","378","308",
"860Z200US51024","ZCTA5 51024","1981","1883","6","6","6","2","11","67",
"860Z200US51025","ZCTA5 51025","2009","1875","20","2","10","2","28","72",
"860Z200US51026","ZCTA5 51026","741","695","9","1","2","2","10","22",
"860Z200US51027","ZCTA5 51027","1302","1203","4","3","3","0","39","50",
"860Z200US51028","ZCTA5 51028","2058","1968","10","2","4","2","7","65",
"860Z200US51029","ZCTA5 51029","252","238","2","0","2","0","2","8",
"860Z200US51030","ZCTA5 51030","1780","1694","8","3","5","0","12","58",
"860Z200US51031","ZCTA5 51031","12960","11277","313","45","93","83","533","616",
"860Z200US51033","ZCTA5 51033","428","389","1","0","0","1","11","26",
"860Z200US51034","ZCTA5 51034","1698","1632","8","4","0","0","13","41",
"860Z200US51035","ZCTA5 51035","1535","1440","14","4","3","1","12","61",
"860Z200US51036","ZCTA5 51036","676","619","4","1","1","0","24","27",
"860Z200US51037","ZCTA5 51037","349","341","1","0","0","0","1","6",
"860Z200US51038","ZCTA5 51038","1562","1439","13","5","5","14","25","61",
"860Z200US51039","ZCTA5 51039","2576","2428","12","4","6","0","19","107",
"860Z200US51040","ZCTA5 51040","3537","3222","11","114","16","2","17","155",
"860Z200US51041","ZCTA5 51041","7195","6417","50","49","81","0","195","403",
"860Z200US51044","ZCTA5 51044","209","195","0","1","0","0","3","10",
"860Z200US51045","ZCTA5 51045","79","72","0","0","0","0","0","7",
"860Z200US51046","ZCTA5 51046","1497","1432","9","2","0","0","15","39",
"860Z200US51047","ZCTA5 51047","588","560","0","1","0","0","8","19",
"860Z200US51048","ZCTA5 51048","571","546","0","4","1","0","3","17",
"860Z200US51049","ZCTA5 51049","425","406","0","0","0","0","7","12",
"860Z200US51050","ZCTA5 51050","2625","2491","13","6","5","10","21","79",
"860Z200US51051","ZCTA5 51051","59","57","0","0","0","0","0","2",
"860Z200US51052","ZCTA5 51052","956","893","5","2","3","2","22","29",
"860Z200US51053","ZCTA5 51053","1069","909","5","0","13","4","87","51",
"860Z200US51054","ZCTA5 51054","5737","4984","85","61","150","9","98","350",
"860Z200US51055","ZCTA5 51055","1381","1275","1","23","7","2","21","52",
"860Z200US51056","ZCTA5 51056","404","389","0","4","3","0","4","4",
"860Z200US51058","ZCTA5 51058","972","942","4","0","1","0","7","18",
"860Z200US51060","ZCTA5 51060","546","532","0","0","2","0","3","9",
"860Z200US51061","ZCTA5 51061","419","398","0","0","0","0","1","20",
"860Z200US51062","ZCTA5 51062","469","420","0","8","1","0","14","26",
"860Z200US51063","ZCTA5 51063","1032","897","3","21","4","0","11","96",
"860Z200US51101","ZCTA5 51101","1146","673","171","114","41","5","71","71",
"860Z200US51103","ZCTA5 51103","16827","9670","936","832","761","200","2181","2247",
"860Z200US51104","ZCTA5 51104","23080","15702","1648","519","960","111","1940","2200",
"860Z200US51105","ZCTA5 51105","10565","5101","1131","450","498","99","1874","1412",
"860Z200US51106","ZCTA5 51106","28655","22929","1023","389","451","221","1378","2264",
"860Z200US51108","ZCTA5 51108","5967","4949","91","41","75","11","315","485",
"860Z200US51109","ZCTA5 51109","3109","2587","55","51","36","2","181","197",
"860Z200US51111","ZCTA5 51111","97","66","7","3","6","0","8","7",
"860Z200US51201","ZCTA5 51201","6408","5554","78","49","57","11","287","372",
"860Z200US51230","ZCTA5 51230","451","414","3","2","2","0","9","21",
"860Z200US51231","ZCTA5 51231","232","223","0","1","1","0","2","5",
"860Z200US51232","ZCTA5 51232","781","747","3","3","0","0","12","16",
"860Z200US51234","ZCTA5 51234","1167","1078","2","1","2","0","49","35",
"860Z200US51235","ZCTA5 51235","1122","1075","3","2","0","0","17","25",
"860Z200US51237","ZCTA5 51237","1654","1544","3","4","4","40","9","50",
"860Z200US51238","ZCTA5 51238","1251","1174","4","3","4","0","22","44",
"860Z200US51239","ZCTA5 51239","3343","2997","7","16","19","0","175","129",
"860Z200US51240","ZCTA5 51240","1816","1718","6","4","6","1","47","34",
"860Z200US51241","ZCTA5 51241","1916","1821","6","5","4","0","15","65",
"860Z200US51242","ZCTA5 51242","344","317","2","0","0","2","17","6",
"860Z200US51243","ZCTA5 51243","742","699","2","2","0","3","18","18",
"860Z200US51244","ZCTA5 51244","74","73","0","0","0","0","0","1",
"860Z200US51245","ZCTA5 51245","1306","1217","13","4","7","0","20","45",
"860Z200US51246","ZCTA5 51246","3834","3619","18","13","8","0","58","118",
"860Z200US51247","ZCTA5 51247","5432","4584","19","26","10","0","411","382",
"860Z200US51248","ZCTA5 51248","1828","1681","30","18","10","0","21","68",
"860Z200US51249","ZCTA5 51249","3558","3025","23","26","17","36","210","221",
"860Z200US51250","ZCTA5 51250","9427","7588","66","62","92","0","839","780",
"860Z200US51301","ZCTA5 51301","12606","11614","91","47","97","6","235","516",
"860Z200US51331","ZCTA5 51331","1102","1071","1","0","2","0","7","21",
"860Z200US51333","ZCTA5 51333","440","420","2","0","0","0","1","17",
"860Z200US51334","ZCTA5 51334","7105","6162","89","43","29","3","341","438",
"860Z200US51338","ZCTA5 51338","950","913","4","3","7","0","4","19",
"860Z200US51340","ZCTA5 51340","90","78","2","0","0","0","0","10",
"860Z200US51341","ZCTA5 51341","34","33","0","0","0","0","0","1",
"860Z200US51342","ZCTA5 51342","1227","1167","1","5","1","1","6","46",
"860Z200US51343","ZCTA5 51343","263","256","0","0","0","0","2","5",
"860Z200US51345","ZCTA5 51345","414","380","0","2","0","0","12","20",
"860Z200US51346","ZCTA5 51346","2343","2145","27","4","8","0","48","111",
"860Z200US51347","ZCTA5 51347","1489","1431","7","3","3","0","5","40",
"860Z200US51350","ZCTA5 51350","384","344","1","0","0","0","18","21",
"860Z200US51351","ZCTA5 51351","4844","4537","27","2","31","1","63","183",
"860Z200US51354","ZCTA5 51354","974","926","1","2","4","0","14","27",
"860Z200US51355","ZCTA5 51355","847","823","2","0","4","0","5","13",
"860Z200US51357","ZCTA5 51357","611","584","1","3","0","0","6","17",
"860Z200US51358","ZCTA5 51358","1274","1218","8","3","11","0","7","27",
"860Z200US51360","ZCTA5 51360","8553","8129","39","15","40","0","56","274",
"860Z200US51363","ZCTA5 51363","132","127","0","0","2","0","1","2",
"860Z200US51364","ZCTA5 51364","616","585","3","1","0","0","5","22",
"860Z200US51365","ZCTA5 51365","327","304","0","8","0","0","13","2",
"860Z200US51366","ZCTA5 51366","377","368","0","0","0","0","2","7",
"860Z200US51401","ZCTA5 51401","12248","11309","252","18","56","0","197","416",
"860Z200US51430","ZCTA5 51430","788","763","4","2","0","0","2","17",
"860Z200US51431","ZCTA5 51431","404","388","0","0","1","0","6","9",
"860Z200US51432","ZCTA5 51432","35","35","0","0","0","0","0","0",
"860Z200US51433","ZCTA5 51433","643","608","4","1","1","0","5","24",
"860Z200US51436","ZCTA5 51436","929","901","1","0","2","0","2","23",
"860Z200US51439","ZCTA5 51439","881","819","5","0","1","2","27","27",
"860Z200US51440","ZCTA5 51440","357","352","0","0","0","0","2","3",
"860Z200US51441","ZCTA5 51441","344","267","1","0","1","0","47","28",
"860Z200US51442","ZCTA5 51442","9763","5144","357","150","288","0","2356","1468",
"860Z200US51443","ZCTA5 51443","1751","1703","0","3","1","0","21","23",
"860Z200US51444","ZCTA5 51444","284","279","1","1","0","0","0","3",
"860Z200US51445","ZCTA5 51445","2717","2625","8","0","5","4","15","60",
"860Z200US51446","ZCTA5 51446","520","493","3","1","0","0","5","18",
"860Z200US51447","ZCTA5 51447","198","178","0","0","2","0","14","4",
"860Z200US51448","ZCTA5 51448","545","505","10","1","3","0","12","14",
"860Z200US51449","ZCTA5 51449","2098","2014","5","2","6","0","10","61",
"860Z200US51450","ZCTA5 51450","1475","1442","2","1","0","1","5","24",
"860Z200US51451","ZCTA5 51451","112","104","0","0","0","0","4","4",
"860Z200US51452","ZCTA5 51452","166","164","0","0","1","0","0","1",
"860Z200US51453","ZCTA5 51453","631","598","2","0","2","0","10","19",
"860Z200US51454","ZCTA5 51454","1291","1185","2","0","3","1","44","56",
"860Z200US51455","ZCTA5 51455","2185","2117","0","5","13","0","6","44",
"860Z200US51458","ZCTA5 51458","1451","1407","5","3","2","1","4","29",
"860Z200US51459","ZCTA5 51459","75","74","0","0","0","0","0","1",
"860Z200US51460","ZCTA5 51460","110","94","3","0","1","0","5","7",
"860Z200US51461","ZCTA5 51461","1095","954","5","8","9","1","62","56",
"860Z200US51462","ZCTA5 51462","1033","984","1","1","7","0","6","34",
"860Z200US51463","ZCTA5 51463","515","500","2","1","1","0","0","11",
"860Z200US51465","ZCTA5 51465","696","593","7","0","0","0","49","47",
"860Z200US51466","ZCTA5 51466","1071","1040","1","0","0","1","7","22",
"860Z200US51467","ZCTA5 51467","567","548","3","0","2","0","10","4",
"860Z200US51501","ZCTA5 51501","34906","28126","950","351","402","33","2331","2713",
"860Z200US51503","ZCTA5 51503","37330","33336","802","209","289","44","668","1982",
"860Z200US51510","ZCTA5 51510","3791","3177","89","35","23","0","228","239",
"860Z200US51520","ZCTA5 51520","185","176","0","0","0","0","3","6",
"860Z200US51521","ZCTA5 51521","2202","2055","11","13","14","0","23","86",
"860Z200US51523","ZCTA5 51523","358","341","1","1","1","0","1","13",
"860Z200US51525","ZCTA5 51525","1151","1086","8","2","2","0","7","46",
"860Z200US51526","ZCTA5 51526","1629","1556","1","3","7","1","5","56",
"860Z200US51527","ZCTA5 51527","475","440","1","5","1","0","11","17",
"860Z200US51528","ZCTA5 51528","829","758","1","2","0","0","19","49",
"860Z200US51529","ZCTA5 51529","1665","1609","2","7","5","0","3","39",
"860Z200US51530","ZCTA5 51530","728","705","0","3","1","0","0","19",
"860Z200US51531","ZCTA5 51531","806","784","2","0","0","0","2","18",
"860Z200US51532","ZCTA5 51532","604","588","0","1","1","0","1","13",
"860Z200US51533","ZCTA5 51533","816","786","2","1","0","1","5","21",
"860Z200US51534","ZCTA5 51534","9342","8724","56","21","26","6","74","435",
"860Z200US51535","ZCTA5 51535","1764","1672","4","1","1","2","16","68",
"860Z200US51536","ZCTA5 51536","458","416","0","6","0","0","4","32",
"860Z200US51537","ZCTA5 51537","6509","5989","42","33","44","4","145","252",
"860Z200US51540","ZCTA5 51540","469","452","3","0","2","0","0","12",
"860Z200US51541","ZCTA5 51541","360","343","1","2","0","0","0","14",
"860Z200US51542","ZCTA5 51542","1018","975","5","3","6","0","1","28",
"860Z200US51543","ZCTA5 51543","381","371","0","0","0","0","1","9",
"860Z200US51544","ZCTA5 51544","648","606","0","2","2","0","17","21",
"860Z200US51545","ZCTA5 51545","345","330","2","1","1","0","5","6",
"860Z200US51546","ZCTA5 51546","2815","2703","5","4","5","0","11","87",
"860Z200US51548","ZCTA5 51548","486","463","0","3","1","0","4","15",
"860Z200US51549","ZCTA5 51549","498","475","2","2","3","0","4","12",
"860Z200US51550","ZCTA5 51550","190","170","0","0","0","0","4","16",
"860Z200US51551","ZCTA5 51551","1783","1666","7","4","4","2","13","87",
"860Z200US51552","ZCTA5 51552","265","249","0","2","0","0","0","14",
"860Z200US51553","ZCTA5 51553","992","957","3","0","1","0","2","29",
"860Z200US51554","ZCTA5 51554","172","158","1","0","0","0","3","10",
"860Z200US51555","ZCTA5 51555","5099","4826","7","13","19","2","33","199",
"860Z200US51556","ZCTA5 51556","428","403","3","0","4","0","1","17",
"860Z200US51557","ZCTA5 51557","779","753","1","1","0","1","4","19",
"860Z200US51558","ZCTA5 51558","518","504","1","2","0","0","2","9",
"860Z200US51559","ZCTA5 51559","1911","1819","4","4","5","0","11","68",
"860Z200US51560","ZCTA5 51560","1998","1802","8","12","13","1","68","94",
"860Z200US51561","ZCTA5 51561","907","817","5","2","9","0","13","61",
"860Z200US51562","ZCTA5 51562","463","451","0","1","0","0","2","9",
"860Z200US51563","ZCTA5 51563","681","645","2","0","4","0","7","23",
"860Z200US51564","ZCTA5 51564","501","484","0","1","1","0","2","13",
"860Z200US51565","ZCTA5 51565","464","437","1","4","1","0","2","19",
"860Z200US51566","ZCTA5 51566","6772","6265","19","27","23","2","163","273",
"860Z200US51570","ZCTA5 51570","1146","1091","4","4","1","0","4","42",
"860Z200US51571","ZCTA5 51571","635","594","0","0","2","0","10","29",
"860Z200US51572","ZCTA5 51572","360","349","2","0","3","0","1","5",
"860Z200US51573","ZCTA5 51573","1075","1037","2","1","0","0","0","35",
"860Z200US51575","ZCTA5 51575","1738","1673","2","2","3","1","6","51",
"860Z200US51576","ZCTA5 51576","2058","1967","1","9","14","0","13","54",
"860Z200US51577","ZCTA5 51577","1101","1053","1","3","5","0","9","30",
"860Z200US51578","ZCTA5 51578","116","113","0","1","0","0","0","2",
"860Z200US51579","ZCTA5 51579","2437","2343","5","2","10","0","11","66",
"860Z200US51601","ZCTA5 51601","5681","5231","19","15","50","0","103","263",
"860Z200US51630","ZCTA5 51630","180","176","0","0","1","0","2","1",
"860Z200US51631","ZCTA5 51631","297","285","1","0","0","0","3","8",
"860Z200US51632","ZCTA5 51632","7024","6250","339","36","67","0","32","300",
"860Z200US51636","ZCTA5 51636","356","329","2","1","0","0","2","22",
"860Z200US51637","ZCTA5 51637","173","164","0","0","1","0","2","6",
"860Z200US51638","ZCTA5 51638","1189","1138","4","10","5","0","1","31",
"860Z200US51639","ZCTA5 51639","873","834","4","0","3","0","3","29",
"860Z200US51640","ZCTA5 51640","1290","1222","2","3","2","1","16","44",
"860Z200US51645","ZCTA5 51645","219","210","0","0","0","0","4","5",
"860Z200US51646","ZCTA5 51646","730","701","0","0","5","0","4","20",
"860Z200US51647","ZCTA5 51647","173","159","0","0","0","0","2","12",
"860Z200US51648","ZCTA5 51648","166","151","0","1","0","0","5","9",
"860Z200US51649","ZCTA5 51649","355","346","2","0","2","0","0","5",
"860Z200US51650","ZCTA5 51650","322","311","0","0","1","0","0","10",
"860Z200US51651","ZCTA5 51651","147","143","0","0","0","0","0","4",
"860Z200US51652","ZCTA5 51652","1629","1485","0","9","2","1","27","105",
"860Z200US51653","ZCTA5 51653","1357","1281","5","0","3","3","17","48",
"860Z200US51654","ZCTA5 51654","421","375","0","6","0","1","1","38",
"860Z200US51656","ZCTA5 51656","60","53","0","0","0","0","2","5",
"860Z200US52001","ZCTA5 52001","43572","36485","3358","145","412","586","591","1995",
"860Z200US52002","ZCTA5 52002","17177","15355","433","69","359","213","110","638",
"860Z200US52003","ZCTA5 52003","14060","13245","86","29","92","17","130","461",
"860Z200US52030","ZCTA5 52030","380","350","20","0","0","0","3","7",
"860Z200US52031","ZCTA5 52031","5143","4985","19","6","9","0","11","113",
"860Z200US52032","ZCTA5 52032","1424","1370","5","2","0","0","12","35",
"860Z200US52033","ZCTA5 52033","3478","3339","7","0","7","4","48","73",
"860Z200US52035","ZCTA5 52035","915","882","3","1","3","0","2","24",
"860Z200US52036","ZCTA5 52036","137","129","0","0","0","0","2","6",
"860Z200US52037","ZCTA5 52037","1216","1140","26","3","1","0","6","40",
"860Z200US52038","ZCTA5 52038","478","468","0","6","2","0","0","2",
"860Z200US52039","ZCTA5 52039","1195","1125","1","2","15","0","2","50",
"860Z200US52040","ZCTA5 52040","5911","5530","107","7","15","9","100","143",
"860Z200US52041","ZCTA5 52041","1490","1438","1","3","6","0","9","33",
"860Z200US52042","ZCTA5 52042","1828","1771","3","2","5","0","9","38",
"860Z200US52043","ZCTA5 52043","2047","1993","7","1","1","1","8","36",
"860Z200US52044","ZCTA5 52044","158","157","0","0","0","0","0","1",
"860Z200US52045","ZCTA5 52045","2739","2537","47","2","89","0","24","40",
"860Z200US52046","ZCTA5 52046","2391","2308","4","0","4","0","45","30",
"860Z200US52047","ZCTA5 52047","570","542","2","1","2","0","0","23",
"860Z200US52048","ZCTA5 52048","327","320","0","0","1","0","0","6",
"860Z200US52049","ZCTA5 52049","1339","1277","7","4","1","1","20","29",
"860Z200US52050","ZCTA5 52050","490","473","0","1","0","0","7","9",
"860Z200US52052","ZCTA5 52052","2955","2832","11","10","9","1","26","66",
"860Z200US52053","ZCTA5 52053","1120","1091","0","1","1","0","0","27",
"860Z200US52054","ZCTA5 52054","920","887","7","3","0","0","0","23",
"860Z200US52056","ZCTA5 52056","245","238","0","0","3","0","1","3",
"860Z200US52057","ZCTA5 52057","8064","7642","95","32","31","1","46","217",
"860Z200US52060","ZCTA5 52060","8494","7835","95","28","36","192","39","269",
"860Z200US52064","ZCTA5 52064","752","729","3","1","0","0","2","17",
"860Z200US52065","ZCTA5 52065","802","777","5","0","0","0","9","11",
"860Z200US52066","ZCTA5 52066","86","85","1","0","0","0","0","0",
"860Z200US52068","ZCTA5 52068","4835","4591","65","4","27","0","17","131",
"860Z200US52069","ZCTA5 52069","1512","1477","6","1","0","0","11","17",
"860Z200US52070","ZCTA5 52070","1006","976","2","9","0","0","3","16",
"860Z200US52071","ZCTA5 52071","120","116","0","0","0","0","0","4",
"860Z200US52072","ZCTA5 52072","384","363","0","0","1","0","2","18",
"860Z200US52073","ZCTA5 52073","1590","1537","6","0","6","0","11","30",
"860Z200US52074","ZCTA5 52074","328","313","0","1","0","0","1","13",
"860Z200US52075","ZCTA5 52075","143","138","1","0","0","0","2","2",
"860Z200US52076","ZCTA5 52076","2123","2013","5","8","3","2","7","85",
"860Z200US52077","ZCTA5 52077","362","353","0","0","2","1","1","5",
"860Z200US52078","ZCTA5 52078","847","831","0","0","0","0","1","15",
"860Z200US52079","ZCTA5 52079","753","730","4","0","0","0","12","7",
"860Z200US52101","ZCTA5 52101","13186","12325","119","28","162","12","168","372",
"860Z200US52132","ZCTA5 52132","1832","1723","7","2","7","0","26","67",
"860Z200US52133","ZCTA5 52133","473","436","0","0","1","0","19","17",
"860Z200US52134","ZCTA5 52134","252","233","0","1","0","0","7","11",
"860Z200US52135","ZCTA5 52135","793","781","0","2","2","0","4","4",
"860Z200US52136","ZCTA5 52136","6009","5671","23","31","23","1","62","198",
"860Z200US52140","ZCTA5 52140","553","537","1","1","0","0","4","10",
"860Z200US52141","ZCTA5 52141","1386","1348","2","3","5","0","4","24",
"860Z200US52142","ZCTA5 52142","1797","1633","58","7","25","0","25","49",
"860Z200US52144","ZCTA5 52144","1186","1151","2","0","1","0","8","24",
"860Z200US52146","ZCTA5 52146","867","851","1","0","3","0","4","8",
"860Z200US52147","ZCTA5 52147","947","896","0","0","0","0","7","44",
"860Z200US52151","ZCTA5 52151","2057","1969","9","2","8","1","4","64",
"860Z200US52154","ZCTA5 52154","981","919","2","5","3","1","16","35",
"860Z200US52155","ZCTA5 52155","1244","1153","0","7","5","2","14","63",
"860Z200US52156","ZCTA5 52156","739","706","9","1","3","0","7","13",
"860Z200US52157","ZCTA5 52157","1645","1590","3","12","6","0","3","31",
"860Z200US52158","ZCTA5 52158","273","254","2","2","0","0","0","15",
"860Z200US52159","ZCTA5 52159","2232","2149","6","1","13","0","7","56",
"860Z200US52160","ZCTA5 52160","808","783","0","2","0","1","3","19",
"860Z200US52161","ZCTA5 52161","1409","1335","2","4","3","0","34","31",
"860Z200US52162","ZCTA5 52162","3481","2255","217","72","21","1","683","232",
"860Z200US52163","ZCTA5 52163","273","243","0","4","0","0","19","7",
"860Z200US52164","ZCTA5 52164","193","183","1","0","0","0","0","9",
"860Z200US52165","ZCTA5 52165","876","811","1","1","0","0","45","18",
"860Z200US52166","ZCTA5 52166","127","125","0","0","0","0","2","0",
"860Z200US52168","ZCTA5 52168","379","370","1","0","1","0","0","7",
"860Z200US52169","ZCTA5 52169","417","396","2","2","0","0","2","15",
"860Z200US52170","ZCTA5 52170","499","481","0","0","0","0","9","9",
"860Z200US52171","ZCTA5 52171","926","887","1","0","0","0","8","30",
"860Z200US52172","ZCTA5 52172","6097","5873","28","14","10","2","56","114",
"860Z200US52175","ZCTA5 52175","3412","3193","46","7","17","0","45","104",
"860Z200US52201","ZCTA5 52201","1177","1026","2","2","4","0","62","81",
"860Z200US52202","ZCTA5 52202","1112","1056","4","2","4","0","7","39",
"860Z200US52203","ZCTA5 52203","1911","1812","5","0","11","0","19","64",
"860Z200US52205","ZCTA5 52205","8782","7996","362","32","36","2","62","292",
"860Z200US52206","ZCTA5 52206","2635","2523","9","3","6","0","2","92",
"860Z200US52207","ZCTA5 52207","343","326","0","0","0","0","3","14",
"860Z200US52208","ZCTA5 52208","2951","2790","13","2","17","0","14","115",
"860Z200US52209","ZCTA5 52209","1106","1022","2","1","0","0","26","55",
"860Z200US52210","ZCTA5 52210","746","714","4","1","1","0","1","25",
"860Z200US52211","ZCTA5 52211","2592","2496","5","10","6","0","16","59",
"860Z200US52212","ZCTA5 52212","274","254","1","2","0","0","4","13",
"860Z200US52213","ZCTA5 52213","4408","4169","17","5","16","1","17","183",
"860Z200US52214","ZCTA5 52214","3001","2868","8","0","7","0","16","102",
"860Z200US52215","ZCTA5 52215","692","602","3","4","5","0","52","26",
"860Z200US52216","ZCTA5 52216","1461","1405","7","3","3","0","7","36",
"860Z200US52217","ZCTA5 52217","505","474","1","1","5","0","3","21",
"860Z200US52218","ZCTA5 52218","1726","1662","4","4","1","1","6","48",
"860Z200US52219","ZCTA5 52219","160","148","0","0","0","0","2","10",
"860Z200US52220","ZCTA5 52220","252","244","3","0","0","0","0","5",
"860Z200US52221","ZCTA5 52221","224","219","0","1","0","0","2","2",
"860Z200US52222","ZCTA5 52222","635","625","0","0","0","0","5","5",
"860Z200US52223","ZCTA5 52223","1389","1362","7","0","0","0","4","16",
"860Z200US52224","ZCTA5 52224","1890","1819","5","1","8","0","6","51",
"860Z200US52225","ZCTA5 52225","427","414","0","0","1","0","3","9",
"860Z200US52227","ZCTA5 52227","3089","2895","20","7","21","0","44","102",
"860Z200US52228","ZCTA5 52228","3402","3157","46","7","32","1","18","141",
