date,isin_corporate_name_cleaned,company_parent_country,company_parent,sentiment,target_country1,target_country2,target_country3,target_country4,target_country5,target_country6,ngo_name1,ngo_name2,ngo_name3,ngo_name4,ngo_name5
2017-11-14,Wells Fargo ,USA,Wells Fargo & Wachovia,-2,USA,,,,,,Sierra Club U.S.A.,,,,
2017-11-14,,Netherlands,FMO (Dutch Development Bank),-2,Netherlands,Sierra Leone,Sweden,,,,SwedWatch,Svenska Kyrkan (Church of Sweden) ,,,
2017-11-14,,Sweden,Swedfund International AB,-2,Netherlands,Sierra Leone,Sweden,,,,SwedWatch,Svenska Kyrkan (Church of Sweden) ,,,
2017-11-13,,USA,US EXIM Bank,-2,Vietnam,USA,,,,,Friends of the Earth U.S. / FoE U.S.,,,,
2017-11-10,Berkshire Hathaway ,USA,Berkshire Hathaway,-1,USA,,,,,,Institute for Policy Studies U.S.,,,,
2017-11-10,,France,Proparco (Groupe Agence Francaise de Developpment),-1,France,,,,,,Oxfam France,,,,
2017-11-09,London Stock Exchange  ,UK,London Stock Exchange,-1,Russia,UK,,,,,Greenpeace Russia,Rivers Without Boundaries,,,
2017-11-09,,USA,World Bank,0,Kenya,,,,,,Oxfam America,Oxfam International,Oxfam Kenya,,
2017-11-09,,USA,World Bank,0,Kenya,,,,,,Oxfam America,Oxfam International,Oxfam Kenya,,
2017-10-17,Hargreaves Lansdown  ,UK,Hargreaves Lansdown,-2,UK,,,,,,Business and Human Rights Resource Centre,,,,
2017-10-17,,UK,WorldPay Group plc,-2,UK,,,,,,Business and Human Rights Resource Centre,,,,
2017-11-07,,USA,World Bank,-2,India,,,,,,Human Rights Watch HRW,Accountability Counsel,Peoples Action for Development,Nazdeek,PAJHRA
2017-11-07,,USA,World Bank,-2,India,,,,,,Human Rights Watch HRW,Accountability Counsel,Peoples Action for Development,Nazdeek,PAJHRA
2017-11-06,,Netherlands,Stichting Pensioenfonds / ABP,-1,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-06,,Netherlands,Pensioenfonds Zorg en Welzijn / PfZW,-1,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-06,,Netherlands,Stichting Bedrijfstakpensioenfonds voor de Bouwnijverheid / bpfBOUW,-1,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-06,,Netherlands,Pensioenfonds van de Metalektro / PME,-1,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-06,,Netherlands,Pensioenfonds Grafische Bedrijven / PGB ,-2,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-06,,Netherlands,Bedrijfspensioenfonds voor de Landbouw / BPL,1,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-06,,Netherlands,Stichting Pensioenfonds voor Huisartsen / SPH,-2,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-06,,Netherlands,PNO Media,-2,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-06,,Netherlands,Bedrijfstakpensioenfonds voor de Detailhandel / BPD,-2,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-06,,Netherlands,Pensioenfonds voor de woningcorporaties (SPW),-1,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-06,,Netherlands,Pensioenfonds Horeca en Catering,-2,Netherlands,,,,,,Stichting Fossielvrij NL (Fossil Free NL),,,,
2017-11-10,,Netherlands,FBTO,-2,Netherlands,,,,,,Consumentenbond,,,,
2017-11-03,,UK,RBS Group,-2,UK,,,,,,Christian Aid UK,,,,
2017-11-03,HSBC   ,UK,HSBC,-2,UK,,,,,,Christian Aid UK,,,,
2017-11-03,Barclays  ,UK,Barclays Bank,-2,UK,,,,,,Christian Aid UK,,,,
2017-11-03,Lloyds Banking  ,UK,Lloyds Banking Group plc,-2,UK,,,,,,Christian Aid UK,,,,
2017-11-03,,Netherlands,Triodos Bank,2,UK,,,,,,Christian Aid UK,,,,
2017-11-03,Bank of America ,USA,Bank of America,-2,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,BNP Paribas ,France,BNP Paribas,1,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,Deutsche Bank ,Germany,Deutsche Bank,-2,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,HSBC   ,UK,HSBC,-2,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,Barclays  ,UK,Barclays Bank,-2,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,,USA,Citigroup,-2,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,JPMorgan Chase ,USA,JP Morgan Chase,-2,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,Morgan Stanley ,USA,Morgan Stanley,-2,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,Wells Fargo ,USA,Wells Fargo & Wachovia,-2,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,ING Groep ,Netherlands,ING,1,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,,Spain,Grupo Santander,-2,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,,France,Credit Agricole,-1,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,,Netherlands,ABN AMRO Bank N.V.,-1,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,Goldman Sachs ,USA,"Goldman Sachs Group, Inc.",-2,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,Commerzbank ,Germany,Commerzbank,-1,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,,Netherlands,Rabobank,1,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-03,,USA,U.S. Bank,-1,Canada,USA,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Sierra Club U.S.A.,Urgewald,Tar Sands Network
2017-11-02,HSBC   ,UK,HSBC,-1,Canada,USA,Europe (incl. Brussels),,,,ActionAid U.S.A.,Corporate Accountability International CAI,Corporate Europe Observatory / CEO,ETC Group (RAFI),Asian Peoples’ Movement on Debt and Development APMDD
2017-11-02,,USA,World Bank,-2,Sweden,,,,,,SNF Svenska Naturskyddsfoereningen (SSNC),,,,
2017-08-24,,UK,RBS Group,-2,India,Europe (incl. Brussels),,,,,Stop Child Labour,Landelijke India Werkgroep / India Committee of the Netherlands,,,
2017-08-24,HSBC   ,UK,HSBC,-2,India,Europe (incl. Brussels),,,,,Stop Child Labour,Landelijke India Werkgroep / India Committee of the Netherlands,,,
2017-08-24,Allied Irish Banks  ,Ireland,Allied Irish Banks AIB,-2,India,Europe (incl. Brussels),,,,,Stop Child Labour,Landelijke India Werkgroep / India Committee of the Netherlands,,,
2017-10-31,Bank of America ,USA,Bank of America,-1,Canada,,,,,,Greenpeace Canada,Rainforest Action Network / RAN,Oil Change International / Price of Oil,,
2017-10-31,Deutsche Bank ,Germany,Deutsche Bank,-1,Canada,,,,,,Greenpeace Canada,Rainforest Action Network / RAN,Oil Change International / Price of Oil,,
2017-10-31,HSBC   ,UK,HSBC,-1,Canada,,,,,,Greenpeace Canada,Rainforest Action Network / RAN,Oil Change International / Price of Oil,,
2017-10-31,Barclays  ,UK,Barclays Bank,-1,Canada,,,,,,Greenpeace Canada,Rainforest Action Network / RAN,Oil Change International / Price of Oil,,
2017-10-31,JPMorgan Chase ,USA,JP Morgan Chase,-1,Canada,,,,,,Greenpeace Canada,Rainforest Action Network / RAN,Oil Change International / Price of Oil,,
2017-10-31,Societe Generale ,France,Societe Generale,-1,Canada,,,,,,Greenpeace Canada,Rainforest Action Network / RAN,Oil Change International / Price of Oil,,
2017-10-31,,France,Credit Agricole,-1,Canada,,,,,,Greenpeace Canada,Rainforest Action Network / RAN,Oil Change International / Price of Oil,,
2017-10-31,Legal & General  ,UK,Legal & General Group Plc,1,Australia,France,India,USA,Europe (incl. Brussels),,Oxfam Australia,Oxfam International,Oxfam India,Oxfam France,
2017-10-27,ING Groep ,Netherlands,ING,-1,Netherlands,,,,,,Wakker Dier,Fair Bank Guide Netherlands / Eerlijke Bankwijzer,,,
2017-10-27,,Netherlands,ABN AMRO Bank N.V.,-1,Netherlands,,,,,,Wakker Dier,Fair Bank Guide Netherlands / Eerlijke Bankwijzer,,,
2017-10-27,,Netherlands,Rabobank,-1,Netherlands,,,,,,Wakker Dier,Fair Bank Guide Netherlands / Eerlijke Bankwijzer,,,
2017-10-25,Bank of America ,USA,Bank of America,-2,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-10-25,BNP Paribas ,France,BNP Paribas,-2,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-10-25,Bank of America ,USA,Bank of America,-2,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-10-25,,USA,World Bank,-1,Ukraine,,,,,,Green Front,,,,
2017-10-25,BNP Paribas ,France,BNP Paribas,1,France,,,,,,Amis de la Terre France / FoE France,Alternatiba Ile-de-France,Action Non-violente COP21 (ANV COP21),Comite de Solidarite avec les Indiens des Ameriques (CSIA),
2017-10-25,Societe Generale ,France,Societe Generale,-2,France,,,,,,Amis de la Terre France / FoE France,Alternatiba Ile-de-France,Action Non-violente COP21 (ANV COP21),Comite de Solidarite avec les Indiens des Ameriques (CSIA),
2017-10-25,,France,Credit Agricole,-2,France,,,,,,Amis de la Terre France / FoE France,Alternatiba Ile-de-France,Action Non-violente COP21 (ANV COP21),Comite de Solidarite avec les Indiens des Ameriques (CSIA),
2017-10-25,,France,Groupe BPCE,-2,France,,,,,,Amis de la Terre France / FoE France,Alternatiba Ile-de-France,Action Non-violente COP21 (ANV COP21),Comite de Solidarite avec les Indiens des Ameriques (CSIA),
2017-10-24,Bank of America ,USA,Bank of America,-2,USA,Europe (incl. Brussels),,,,,Rainforest Action Network / RAN,Sierra Club U.S.A.,350.org,,
2017-10-24,BNP Paribas ,France,BNP Paribas,1,USA,Europe (incl. Brussels),,,,,Rainforest Action Network / RAN,Sierra Club U.S.A.,350.org,,
2017-10-24,,USA,Citigroup,-2,USA,Europe (incl. Brussels),,,,,Rainforest Action Network / RAN,Sierra Club U.S.A.,350.org,,
2017-10-24,Wells Fargo ,USA,Wells Fargo & Wachovia,-2,USA,Europe (incl. Brussels),,,,,Rainforest Action Network / RAN,Sierra Club U.S.A.,350.org,,
2017-10-24,US Bancorp ,USA,US Bancorp,-2,USA,Europe (incl. Brussels),,,,,Rainforest Action Network / RAN,Sierra Club U.S.A.,350.org,,
2017-10-24,JPMorgan Chase ,USA,JP Morgan Chase,-2,USA,Europe (incl. Brussels),,,,,Rainforest Action Network / RAN,Sierra Club U.S.A.,350.org,,
2017-10-24,Aviva  ,UK,Aviva,-1,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2017-10-20,,USA,World Bank,1,USA,Uzbekistan,,,,,Human Rights Watch HRW,,,,
2017-10-19,,UK,Resolution,2,UK,,,,,,InfluenceMap,,,,
2017-10-19,,USA,Citigroup,-1,Bermuda,Cayman Islands,Netherlands,USA,,,U.S. PIRG,Institute on Taxation and Economic Policy ITEP,,,
2017-10-19,Goldman Sachs ,USA,"Goldman Sachs Group, Inc.",-1,Bermuda,Cayman Islands,Netherlands,USA,,,U.S. PIRG,Institute on Taxation and Economic Policy ITEP,,,
2017-10-20,,UK,EBRD,-2,Ukraine,,,,,,Voice of Nature,Ecoaction,,,
2017-10-18,Berkshire Hathaway ,USA,Berkshire Hathaway,1,USA,Europe (incl. Brussels),,,,,CoalSwarm,,,,
2017-10-17,,USA,US EXIM Bank,-2,Canada,China,Germany,Italy,Japan,USA,Friends of the Earth U.S. / FoE U.S.,WWF Europe ,Oil Change International / Price of Oil,,
2017-10-17,Allianz ,Germany,Allianz Group / Allianz SE,-1,Canada,China,Germany,Italy,Japan,USA,Friends of the Earth U.S. / FoE U.S.,WWF Europe ,Oil Change International / Price of Oil,,
2017-10-17,,Italy,Servizi Assicurativi del Commercio Estero (SACE),-1,Canada,China,Germany,Italy,Japan,USA,Friends of the Earth U.S. / FoE U.S.,WWF Europe ,Oil Change International / Price of Oil,,
2017-10-17,,UK,UK Export Finance,-1,Canada,China,Germany,Italy,Japan,USA,Friends of the Earth U.S. / FoE U.S.,WWF Europe ,Oil Change International / Price of Oil,,
2017-10-16,,Portugal,Cool Finance,-2,Portugal,,,,,,DECO Proteste ,,,,
2017-10-13,Societe Generale ,France,Societe Generale,-2,France,,,,,,Amis de la Terre France / FoE France,ActionAid France / Peuples Solidaires,,,
2017-10-13,,USA,World Bank,-2,USA,Europe (incl. Brussels),,,,,Food & Water Watch FWW,European Network on Debt and Development EURODAD,,,
2017-10-13,,USA,International Monetary Fund / IMF,-2,USA,Europe (incl. Brussels),,,,,Food & Water Watch FWW,European Network on Debt and Development EURODAD,,,
2017-10-13,Allstate ,USA,Allstate,-1,USA,,,,,,Consumer Federation of America CFA,,,,
2017-10-13,,USA,Liberty Mutual,-1,USA,,,,,,Consumer Federation of America CFA,,,,
2017-10-13,Berkshire Hathaway ,USA,Berkshire Hathaway,-1,USA,,,,,,Consumer Federation of America CFA,,,,
2017-10-13,,USA,State Farm Insurance,-1,USA,,,,,,Consumer Federation of America CFA,,,,
2017-10-13,BNP Paribas ,France,BNP Paribas,2,France,,,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Save RGV from LNG,,
2017-10-13,JPMorgan Chase ,USA,JP Morgan Chase,-1,France,,,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Save RGV from LNG,,
2017-10-12,,USA,World Bank,-2,USA,Europe (incl. Brussels),,,,,Oil Change International / Price of Oil,,,,
2017-10-12,,USA,Inter-American Development Bank,-2,USA,Europe (incl. Brussels),,,,,Oil Change International / Price of Oil,,,,
2017-10-12,,Luxembourg,European Investment Bank EIB,-2,USA,Europe (incl. Brussels),,,,,Oil Change International / Price of Oil,,,,
2017-10-12,,UK,EBRD,-2,USA,Europe (incl. Brussels),,,,,Oil Change International / Price of Oil,,,,
2017-10-13,,USA,World Bank,-1,Mauritania,,,,,,Sherpa,,,,
2017-10-13,,USA,International Monetary Fund / IMF,-1,Mauritania,,,,,,Sherpa,,,,
2017-10-12,BNP Paribas ,France,BNP Paribas,2,France,,,,,,Amis de la Terre France / FoE France,,,,
2017-10-11,,USA,World Bank,-2,USA,,,,,,Christian Aid UK,Urgewald,Natural Resources Defense Council NRDC,350.org,
2017-10-11,,UK,Ruffer,-1,USA,,,,,,Green America,,,,
2017-10-09,AXA ,France,AXA,2,Europe (incl. Brussels),,,,,,Oceana Europe,,,,
2017-10-09,Assicurazioni Generali ,Italy,Gruppo Assicurazioni Generali,2,Europe (incl. Brussels),,,,,,Oceana Europe,,,,
2017-10-06,Wells Fargo ,USA,Wells Fargo & Wachovia,-2,USA,,,,,,U.S. PIRG,Americans for Financial Reform,Demand Progress,,
2017-10-04,BNP Paribas ,France,BNP Paribas,-1,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-10-04,Deutsche Bank ,Germany,Deutsche Bank,-1,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-10-04,,USA,Citigroup,-1,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-10-04,Societe Generale ,France,Societe Generale,-1,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-10-04,UniCredit ,Italy,UniCredit,-1,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-10-04,,Germany,European Central Bank ECB,-2,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2017-10-03,Wells Fargo ,USA,Wells Fargo & Wachovia,-2,USA,,,,,,Sierra Club U.S.A.,350.org,,,
2017-10-02,Berkshire Hathaway ,USA,Berkshire Hathaway,-2,Finland,UK,Europe (incl. Brussels),,,,Pesticide Action Network / PAN UK,WWF Finland,,,
2017-10-02,,UK,RBS Group,-2,UK,,,,,,Christian Aid UK,,,,
2017-10-02,HSBC   ,UK,HSBC,-2,UK,,,,,,Christian Aid UK,,,,
2017-10-02,Barclays  ,UK,Barclays Bank,-2,UK,,,,,,Christian Aid UK,,,,
2017-10-02,Lloyds Banking  ,UK,Lloyds Banking Group plc,-2,UK,,,,,,Christian Aid UK,,,,
2017-10-02,,Luxembourg,European Investment Bank EIB,-2,Europe (incl. Brussels),,,,,,Bank Information Center,WWF Europe ,Counter Balance,Transparency International EU Office (TI-EU),
2017-10-02,JPMorgan Chase ,USA,JP Morgan Chase,-2,USA,,,,,,Rainforest Action Network / RAN,,,,
2017-09-29,,USA,World Bank,-1,Antigua and Barbuda,Cuba,Dominica,,,,Jubilee Debt Campaign,,,,
2017-09-29,,USA,International Monetary Fund / IMF,-1,Antigua and Barbuda,Cuba,Dominica,,,,Jubilee Debt Campaign,,,,
2017-09-29,,Luxembourg,European Investment Bank EIB,-2,Italy,Europe (incl. Brussels),,,,,Counter Balance,,,,
2017-09-29,,USA,Green Century Funds / Capital Management,0,USA,,,,,,As You Sow,Oxfam America,,,
2017-09-29,,USA,Trillium Asset Management,0,USA,,,,,,As You Sow,Oxfam America,,,
2017-09-29,,USA,Boston Trust & Investment Management Company,0,USA,,,,,,As You Sow,Oxfam America,,,
2017-09-29,,USA,Domini Social Investments,0,USA,,,,,,As You Sow,Oxfam America,,,
2017-09-28,,Sweden,Forsta AP-fonden / First AP Fund,-2,Morocco,Western Sahara,Sweden,,,,Emmaus Stockholm,,,,
2017-09-28,,Sweden,Sjunde AP-fonden / Seventh AP Fund,-2,Morocco,Western Sahara,Sweden,,,,Emmaus Stockholm,,,,
2017-09-28,,Sweden,Andra AP-fonden / Second AP Fund,-2,Morocco,Western Sahara,Sweden,,,,Emmaus Stockholm,,,,
2017-09-28,,Sweden,Fjarde AP-fonden / Fourth AP Fund,-2,Morocco,Western Sahara,Sweden,,,,Emmaus Stockholm,,,,
2017-09-27,,USA,Boston Consulting Group,0,Europe (incl. Brussels),,,,,,WWF Europe ,,,,
2017-09-27,,Luxembourg,European Investment Bank EIB,-1,USA,,,,,,Friends of the Earth U.S. / FoE U.S.,Institute for Policy Studies U.S.,,,
2017-09-27,,UK,EBRD,-1,USA,,,,,,Friends of the Earth U.S. / FoE U.S.,Institute for Policy Studies U.S.,,,
2017-09-27,,USA,Equifax,-2,USA,,,,,,Better Markets,,,,
2017-09-27,JPMorgan Chase ,USA,JP Morgan Chase,-2,USA,,,,,,Rainforest Action Network / RAN,,,,
2017-09-26,Bank of America ,USA,Bank of America,-1,Canada,France,USA,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Honor the Earth,,
2017-09-26,BNP Paribas ,France,BNP Paribas,-1,Canada,France,USA,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Honor the Earth,,
2017-09-26,HSBC   ,UK,HSBC,-1,Canada,France,USA,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Honor the Earth,,
2017-09-26,Barclays  ,UK,Barclays Bank,-1,Canada,France,USA,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Honor the Earth,,
2017-09-26,JPMorgan Chase ,USA,JP Morgan Chase,-1,Canada,France,USA,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Honor the Earth,,
2017-09-26,Morgan Stanley ,USA,Morgan Stanley,-1,Canada,France,USA,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Honor the Earth,,
2017-09-26,Wells Fargo ,USA,Wells Fargo & Wachovia,-1,Canada,France,USA,,,,Amis de la Terre France / FoE France,Rainforest Action Network / RAN,Honor the Earth,,
2017-09-22,,USA,Equifax,-2,USA,,,,,,U.S. PIRG,,,,
2017-09-22,,USA,Experian (U.S.),-2,USA,,,,,,U.S. PIRG,,,,
2017-09-21,,UK,EBRD,-2,Azerbaijan,Europe (incl. Brussels),,,,,Crude Accountability,Public Association for Assistance to Free Economy PAAFE,,,
2017-09-19,,Luxembourg,European Investment Bank EIB,-2,Azerbaijan,Turkey,Europe (incl. Brussels),,,,CEE Bankwatch Network,Corporate Europe Observatory / CEO,Counter Balance,,
2017-09-19,Berkshire Hathaway ,USA,Berkshire Hathaway,-2,Norway,,,,,,Framtiden i vare hender / FiVH ,,,,
2017-09-14,,Netherlands,PGGM,2,Palestine,Israel,,,,,Human Rights Watch HRW,,,,
2017-09-14,,USA,United Methodist Development Fund,2,Palestine,Israel,,,,,Human Rights Watch HRW,,,,
2017-09-14,,USA,Equifax,-2,USA,,,,,,U.S. PIRG,,,,
2017-09-12,,Netherlands,Rabobank,2,Netherlands,,,,,,Consumentenbond,,,,
2017-09-12,,USA,World Bank,-2,USA,Uzbekistan,,,,,International Labor Rights Forum ILRF,,,,
2017-09-12,,USA,World Bank,-2,USA,Uzbekistan,,,,,International Labor Rights Forum ILRF,,,,
2017-09-12,,USA,World Bank,-1,Myanmar,USA,,,,,Human Rights Watch HRW,,,,
2017-09-12,BNP Paribas ,France,BNP Paribas,-2,France,USA,,,,,Rainforest Action Network / RAN,,,,
2017-09-12,BNP Paribas ,France,BNP Paribas,-2,France,USA,,,,,Rainforest Action Network / RAN,,,,
2017-09-07,,Luxembourg,Banque Raiffeisen,1,Switzerland,,,,,,WWF Switzerland,,,,
2017-09-06,,USA,World Bank,-2,India,USA,,,,,AccountabiliTEA,,,,
2017-09-06,,USA,World Bank,-2,India,USA,,,,,AccountabiliTEA,,,,
2017-09-04,,USA,Citigroup,-1,Philippines,USA,Europe (incl. Brussels),,,,Rainforest Action Network / RAN,,,,
2017-09-04,JPMorgan Chase ,USA,JP Morgan Chase,-1,Philippines,USA,Europe (incl. Brussels),,,,Rainforest Action Network / RAN,,,,
2017-09-04,Morgan Stanley ,USA,Morgan Stanley,-1,Philippines,USA,Europe (incl. Brussels),,,,Rainforest Action Network / RAN,,,,
2017-09-04,ING Groep ,Netherlands,ING,-1,Philippines,USA,Europe (incl. Brussels),,,,Rainforest Action Network / RAN,,,,
2017-09-04,Standard Chartered  ,UK,Standard Chartered Bank,-1,Philippines,USA,Europe (incl. Brussels),,,,Rainforest Action Network / RAN,,,,
2017-09-04,Goldman Sachs ,USA,"Goldman Sachs Group, Inc.",-1,Philippines,USA,Europe (incl. Brussels),,,,Rainforest Action Network / RAN,,,,
2017-08-31,JPMorgan Chase ,USA,JP Morgan Chase,-1,USA,,,,,,Institute for Policy Studies U.S.,,,,
2017-08-29,Svenska Handelsbanken ,Sweden,Handelsbanken,-1,Norway,Vietnam,,,,,Framtiden i vare hender / FiVH ,,,,
2017-08-23,,USA,World Bank,-1,Nigeria,,,,,,Corporate Accountability International CAI,Environmental Rights Action (ERA) / FoE Nigeria,Health of Mother Earth Foundation (HOMEF),,
2017-08-23,,USA,World Bank,-1,Nigeria,,,,,,Corporate Accountability International CAI,Environmental Rights Action (ERA) / FoE Nigeria,Health of Mother Earth Foundation (HOMEF),,
2017-08-23,,USA,World Bank,-1,Nigeria,,,,,,Corporate Accountability International CAI,Environmental Rights Action (ERA) / FoE Nigeria,Health of Mother Earth Foundation (HOMEF),,
2017-08-23,,USA,World Bank,-1,Nigeria,,,,,,Corporate Accountability International CAI,Environmental Rights Action (ERA) / FoE Nigeria,Health of Mother Earth Foundation (HOMEF),,
2017-08-23,,USA,World Bank,-1,Nigeria,,,,,,Corporate Accountability International CAI,Environmental Rights Action (ERA) / FoE Nigeria,Health of Mother Earth Foundation (HOMEF),,
2017-08-04,BNP Paribas ,France,BNP Paribas,1,Indonesia,South Korea,,,,,Korean Federation of Environmental Movements (KFEM - FoE Korea),Mighty,,,
2017-08-04,HSBC   ,UK,HSBC,1,Indonesia,South Korea,,,,,Korean Federation of Environmental Movements (KFEM - FoE Korea),Mighty,,,
2017-08-04,,UK,Hermes Investment Management,1,Indonesia,South Korea,,,,,Korean Federation of Environmental Movements (KFEM - FoE Korea),Mighty,,,
2017-08-18,Bank of America ,USA,Bank of America,-2,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2017-08-18,Deutsche Bank ,Germany,Deutsche Bank,-2,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2017-08-18,HSBC   ,UK,HSBC,-2,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2017-08-18,JPMorgan Chase ,USA,JP Morgan Chase,-2,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2017-08-18,Morgan Stanley ,USA,Morgan Stanley,-2,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2017-08-18,ING Groep ,Netherlands,ING,-2,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2017-08-16,JPMorgan Chase ,USA,JP Morgan Chase,-1,USA,,,,,,Color of Change,,,,
2017-08-16,,USA,Corporate Knights,2,USA,,,,,,As You Sow,,,,
2017-08-15,,Sweden,Sjunde AP-fonden / Seventh AP Fund,1,Norway,,,,,,Amnesty Norge,Changemaker Norway,FIVAS,Framtiden i vare hender / FiVH ,ForUM Coalition (Norway)
2017-08-15,,USA,"Carlyle Group, L.P. ",-1,USA,,,,,,Public Citizen ,,,,
2017-08-14,ING Groep ,Netherlands,ING,-1,Netherlands,,,,,,Varkens in Nood / Pigs in Peril,,,,
2017-08-14,Wells Fargo ,USA,Wells Fargo & Wachovia,-2,USA,,,,,,Corporate Accountability International CAI,Friends of the Earth U.S. / FoE U.S.,Common Cause,Workplace Fairness,
2017-08-14,Goldman Sachs ,USA,"Goldman Sachs Group, Inc.",-2,USA,,,,,,Corporate Accountability International CAI,Friends of the Earth U.S. / FoE U.S.,Common Cause,Workplace Fairness,
2017-08-10,Standard Chartered  ,UK,Standard Chartered Bank,-2,Indonesia,UK,,,,,Greenpeace UK,,,,
2017-08-09,Deutsche Bank ,Germany,Deutsche Bank,1,Australia,,,,,,Greenpeace Australia,Environmental Justice Australia,,,
